X,Y,record_id,date_status,parcel_id,lon,lat,ObjectId,street_num,street_dir,street_name,address_id
-83.14524,42.359403,REG2020-00002,2020/01/10 00:00:00+00,16024758-9,-83.14524,42.359403,1,8809,,BRYDEN,199720
-82.991364,42.446366,REG2020-00004,2020/03/18 00:00:00+00,21031264.,-82.991364,42.446366,2,20244,,FAIRPORT,161806
-82.933244,42.427284,REG2020-00005,2020/01/14 00:00:00+00,21080181.,-82.933244,42.427284,3,20300,,MCCORMICK,312970
-82.935639,42.428696,REG2020-00006,2020/03/17 00:00:00+00,21079954.,-82.935639,42.428696,4,20025,,MCCORMICK,307473
-82.995954,42.361127,REG2020-00007,2020/01/14 00:00:00+00,17007014.,-82.995954,42.361127,5,2170,,IROQUOIS,245302
-82.968724,42.444211,REG2020-00008,2020/03/18 00:00:00+00,21025228-9,-82.968724,42.444211,6,14910,,FAIRMOUNT,118783
-82.951523,42.446322,REG2020-00009,2020/01/14 00:00:00+00,21025956.,-82.951523,42.446322,7,16304,,BRINGARD,115486
-82.99239,42.442971,REG2020-00010,2020/01/14 00:00:00+00,21031715.,-82.99239,42.442971,8,19940,,WESTPHALIA,164283
-82.933391,42.366214,REG2020-00011,2020/01/14 00:00:00+00,21062638.,-82.933391,42.366214,9,368,,ALTER,339376
-82.962464,42.446587,REG2020-00012,2020/03/18 00:00:00+00,21026259.,-82.962464,42.446587,10,15449,,BRINGARD,110699
-82.949266,42.44951,REG2020-00013,2020/03/17 00:00:00+00,21027763.,-82.949266,42.44951,11,16501,,CARLISLE,100997
-82.947975,42.443703,REG2020-00014,2020/03/23 00:00:00+00,21024679.,-82.947975,42.443703,12,16626,,ROSSINI,123485
-82.949047,42.447724,REG2020-00015,2020/01/14 00:00:00+00,21026810-11,-82.949047,42.447724,13,16511,,EDMORE,108010
-82.956646,42.448941,REG2020-00016,2020/03/18 00:00:00+00,21027412.,-82.956646,42.448941,14,15900,,CARLISLE,102883
-83.026736,42.431261,REG2020-00017,2020/01/14 00:00:00+00,15004716.,-83.026736,42.431261,15,7533,,QUINN,265207
-83.241775,42.422533,REG2020-00018,2020/01/14 00:00:00+00,22100589.,-83.241775,42.422533,16,18163,,KENTFIELD,109492
-83.195387,42.390582,REG2020-00019,2020/01/14 00:00:00+00,22046819.,-83.195387,42.390582,17,14161,,SUSSEX,129015
-83.19945,42.384336,REG2020-00020,2020/01/14 00:00:00+00,22052456.,-83.19945,42.384336,18,12939,,WINTHROP,136277
-83.160525,42.376217,REG2020-00021,2020/01/14 00:00:00+00,18016706.,-83.160525,42.376217,19,11798,,ILENE,540908
-83.219939,42.404537,REG2020-00022,2020/01/14 00:00:00+00,22075587.,-83.219939,42.404537,20,15515,,ASHTON,122320
-83.227257,42.428601,REG2020-00023,2020/01/14 00:00:00+00,22083294.,-83.227257,42.428601,21,18726,,STAHELIN,117498
-83.246261,42.402454,REG2020-00024,2020/01/14 00:00:00+00,22106945.,-83.246261,42.402454,22,15401,,PIERSON,110844
-83.161523,42.351866,REG2020-00025,2020/01/14 00:00:00+00,18004875.,-83.161523,42.351866,23,10322,,TIREMAN,188982
-83.163507,42.411109,REG2020-00026,2020/04/06 00:00:00+00,16041604.,-83.163507,42.411109,24,16199,,GRIGGS,99929
-82.95541,42.423949,REG2020-00027,2020/01/14 00:00:00+00,21057942.,-82.95541,42.423949,25,11876,,LAING,296794
-83.208283,42.418201,REG2020-00028,2020/01/14 00:00:00+00,22060364.,-83.208283,42.418201,26,17337,,MURRAY HILL,62535
-82.926627,42.40439,REG2020-00029,2020/05/26 00:00:00+00,21002064.,-82.926627,42.40439,27,17190,,ONTARIO,332497
-83.113957,42.364143,REG2020-00030,2020/01/15 00:00:00+00,14006350.,-83.113957,42.364143,28,8417,,DEXTER,85660
-82.950838,42.43449,REG2020-00031,2020/01/15 00:00:00+00,21080067.,-82.950838,42.43449,29,18590,,MCCORMICK,304289
-82.940435,42.409123,REG2020-00032,2020/01/15 00:00:00+00,21072661.,-82.940435,42.409123,30,5737,,WHITTIER,324505
-83.078709,42.348955,REG2020-00033,2020/04/06 00:00:00+00,08006232.,-83.078709,42.348955,31,4535,,COMMONWEALTH,45604
-82.986467,42.369948,REG2020-00034,2020/01/15 00:00:00+00,19004326.,-82.986467,42.369948,32,2940,,HURLBUT,342313
-83.270332,42.427498,REG2020-00035,2020/01/15 00:00:00+00,22120587.,-83.270332,42.427498,33,18910,,GLENHURST,110255
-83.207163,42.434188,REG2020-00036,2020/01/15 00:00:00+00,22058789.,-83.207163,42.434188,34,19410,,ST MARYS,59954
-83.248386,42.410776,REG2020-00037,2020/01/15 00:00:00+00,22108561.,-83.248386,42.410776,35,16586,,TRINITY,119130
-83.283448,42.431819,REG2020-00038,2020/01/15 00:00:00+00,22123969.001,-83.283448,42.431819,36,19318,,WINSTON,127633
-83.026033,42.435002,REG2020-00039,2020/01/15 00:00:00+00,15005902-3,-83.026033,42.435002,37,19168,,SPENCER,253876
-83.1451,42.389981,REG2020-00040,2020/01/15 00:00:00+00,16025390.,-83.1451,42.389981,38,14030,,SAN JUAN,68926
-83.195087,42.358863,REG2020-00041,2020/01/15 00:00:00+00,22048271.,-83.195087,42.358863,39,8841,,WHITCOMB,197985
-83.081064,42.420023,REG2020-00042,2020/01/15 00:00:00+00,09015672.,-83.081064,42.420023,40,17206,,ST AUBIN,279962
-83.189085,42.37228,REG2020-00043,2020/01/15 00:00:00+00,22041460.,-83.189085,42.37228,41,11431,,MARLOWE,212806
-83.207983,42.397747,REG2020-00044,2020/01/15 00:00:00+00,22060510.,-83.207983,42.397747,42,14781,,METTETAL,129807
-83.116281,42.395877,REG2020-00045,2020/01/16 00:00:00+00,08004529.,-83.116281,42.395877,43,2055,,CLEMENTS,34344
-83.195131,42.374012,REG2020-00046,2020/01/16 00:00:00+00,22047309.,-83.195131,42.374012,44,11692,,WHITCOMB,202889
-83.141713,42.380375,REG2020-00047,2020/01/16 00:00:00+00,16020827.,-83.141713,42.380375,45,12375,,SANTA ROSA,76608
,,REG2020-00048,2020/01/16 00:00:00+00,,,,46,16110,,AVON,
-83.176713,42.364928,REG2020-00049,2020/01/16 00:00:00+00,22029416.001,-83.176713,42.364928,47,9385,,HARTWELL,201304
,,REG2020-00050,2020/01/16 00:00:00+00,,,,48,1408,,GLYNN CT,
-83.155533,42.378796,REG2020-00051,2020/04/06 00:00:00+00,16034535.,-83.155533,42.378796,49,12030,E,wisconsin,210596
-83.082387,42.374664,REG2020-00052,2020/01/22 00:00:00+00,04001914.,-83.082387,42.374664,50,710,,Virginia Park,341116
-83.18261,42.414646,REG2020-00053,2020/01/25 00:00:00+00,22033499.,-83.18261,42.414646,51,16810,,STANSBURY,89191
-82.946428,42.400936,REG2020-00054,2020/01/28 00:00:00+00,21069024.,-82.946428,42.400936,52,5051,,Chatsworth,318600
,,REG2020-00055,2020/01/28 00:00:00+00,,,,53,19925,,Meyers,
-83.12166,42.358624,REG2020-00056,2020/01/28 00:00:00+00,14002276.,-83.12166,42.358624,54,4622,,Vancouver,198903
-82.939692,42.396967,REG2020-00057,2020/01/28 00:00:00+00,21070001.,-82.939692,42.396967,55,4334,,Haverhill,313221
-83.172341,42.359206,REG2020-00058,2020/03/05 00:00:00+00,22024519.,-83.172341,42.359206,56,8830,,Ward,198896
-83.147524,42.327394,REG2020-00059,2020/01/28 00:00:00+00,20007817.,-83.147524,42.327394,57,4834,,Cabot,161453
,,REG2020-00060,2020/01/28 00:00:00+00,,,,58,14819,,Hubbel,
-83.147524,42.327394,REG2020-00061,2020/01/29 00:00:00+00,20007817.,-83.147524,42.327394,59,4834,,Cabot,161453
-83.147358,42.327188,REG2020-00062,2020/01/29 00:00:00+00,20007814.,-83.147358,42.327188,60,4814,,Cabot,159045
-83.147524,42.327394,REG2020-00063,2020/01/29 00:00:00+00,20007817.,-83.147524,42.327394,61,4834,,Cabot,161453
-83.188101,42.359808,REG2020-00064,2020/01/29 00:00:00+00,22040484.,-83.188101,42.359808,62,8898,,Marlowe,199678
,,REG2020-00072,2020/01/29 00:00:00+00,,,,63,11687,,Manor,
-82.974923,42.43579,REG2020-00073,2020/01/29 00:00:00+00,21021455.,-82.974923,42.43579,64,14406,,Maddelein,146099
,,REG2020-00074,2020/01/29 00:00:00+00,,,,65,20485,,Helen,
-82.962751,42.412577,REG2020-00075,2020/01/29 00:00:00+00,21008708.,-82.962751,42.412577,66,15338,,Promenade,302448
-83.172221,42.412391,REG2020-00076,2020/01/29 00:00:00+00,22022845.,-83.172221,42.412391,67,16527,,Steel,88477
-82.961101,42.415523,REG2020-00077,2020/01/29 00:00:00+00,21070117.,-82.961101,42.415523,68,10750,,Haverhill,302741
-82.947938,42.41997,REG2020-00078,2020/01/29 00:00:00+00,21066742.,-82.947938,42.41997,69,10823,,Nottingham,318188
-82.947938,42.41997,REG2020-00079,2020/01/29 00:00:00+00,21066743.,-82.947938,42.41997,70,10817,,Nottingham,318187
-83.200028,42.426321,REG2020-00080,2020/01/29 00:00:00+00,22050631.,-83.200028,42.426321,71,18493,,Greenfield,62449
-82.98245,42.442937,REG2020-00081,2020/01/29 00:00:00+00,21024880.,-82.98245,42.442937,72,13820,,Rossini,209271
-82.944909,42.4128,REG2020-00082,2020/01/29 00:00:00+00,21071942.,-82.944909,42.4128,73,9148,,Audubon,296681
,,REG2020-00083,2020/01/29 00:00:00+00,,,,74,10040,,Chatman,
-83.077404,42.391468,REG2020-00084,2020/01/29 00:00:00+00,03002708.,-83.077404,42.391468,75,616,,Belmont,338635
-83.2077,42.404203,REG2020-00085,2020/01/29 00:00:00+00,22060460.,-83.2077,42.404203,76,15475,,Murray Hill,139214
-82.946613,42.406578,REG2020-00086,2020/01/29 00:00:00+00,21070201.,-82.946613,42.406578,77,5727,,Haverhill,322543
-82.9931,42.374306,REG2020-00087,2020/01/29 00:00:00+00,19006008.,-82.9931,42.374306,78,3841,,Pennsylvania,299767
,,REG2020-00088,2020/01/29 00:00:00+00,,,,79,19132,,Hull,
,,REG2020-00089,2020/03/07 00:00:00+00,,,,80,16120,,Tacoma,
-83.204722,42.423453,REG2020-00090,2020/01/29 00:00:00+00,22056123.003L,-83.204722,42.423453,81,18220,,Rutherford,62152
-82.992508,42.406205,REG2020-00091,2020/01/29 00:00:00+00,21008913.,-82.992508,42.406205,82,11700,,Promenade,232882
-83.144578,42.421768,REG2020-00092,2020/01/29 00:00:00+00,16021680.,-83.144578,42.421768,83,17567,,Monica,11466
-83.264042,42.366606,REG2020-00093,2020/01/29 00:00:00+00,22118210.,-83.264042,42.366606,84,9658,,Beaverland,176975
-82.96166,42.434413,REG2020-00094,2020/01/29 00:00:00+00,21076732-3,-82.96166,42.434413,85,18937,,Morang,154925
-83.123089,42.41133,REG2020-00095,2020/01/29 00:00:00+00,08009863.,-83.123089,42.41133,86,16171,,Inverness,28631
-82.946691,42.406672,REG2020-00096,2020/01/29 00:00:00+00,21070200.,-82.946691,42.406672,87,5735,,Haverhill,322239
-82.96166,42.434413,REG2020-00097,2020/01/29 00:00:00+00,21076734-6,-82.96166,42.434413,88,18933,,Morang,154924
-83.126026,42.408893,REG2020-00098,2020/01/29 00:00:00+00,08010544.,-83.126026,42.408893,89,15872,,Normandy,9724
-82.932563,42.409708,REG2020-00099,2020/01/29 00:00:00+00,21075267.,-82.932563,42.409708,90,5525,,Cadieux,324849
,,REG2020-00100,2020/01/29 00:00:00+00,,,,91,19132,,Manfield,
-83.126692,42.364998,REG2020-00102,2020/01/29 00:00:00+00,14007560.,-83.126692,42.364998,92,8963,,Martindale,53872
,,REG2020-00103,2020/01/29 00:00:00+00,,,,93,4651,,Chastsworth,
-82.986763,42.407551,REG2020-00104,2020/01/29 00:00:00+00,21036924-7,-82.986763,42.407551,94,10041,,Roseberry,235235
-83.077291,42.391949,REG2020-00105,2020/01/29 00:00:00+00,03002745.,-83.077291,42.391949,95,639,,Belmont,338749
-83.200052,42.389445,REG2020-00106,2020/03/07 00:00:00+00,22053070.,-83.200052,42.389445,96,14100,,Montrose,149020
-83.09057,42.387989,REG2020-00107,2020/01/29 00:00:00+00,04002867-8,-83.09057,42.387989,97,668,,Calvert,346179
-83.085495,42.392518,REG2020-00108,2020/01/29 00:00:00+00,01003540-1,-83.085495,42.392518,98,122,,Englewood,338807
-83.161969,42.423949,REG2020-00109,2020/03/07 00:00:00+00,16008458.,-83.161969,42.423949,99,10109,,Curtis,19036
-83.148647,42.424122,REG2020-00110,2020/03/07 00:00:00+00,16008441-2,-83.148647,42.424122,100,7641,,Curtis,10113
-83.233969,42.33261,REG2020-00111,2020/01/29 00:00:00+00,22094908.,-83.233969,42.33261,101,6017,,Plainview,154975
,,REG2020-00112,2020/03/07 00:00:00+00,,,,102,15870,,Lesure,
-83.141726,42.380778,REG2020-00113,2020/01/29 00:00:00+00,16020823.,-83.141726,42.380778,103,12405,,Santa Rosa,76759
-83.029151,42.441964,REG2020-00114,2020/01/29 00:00:00+00,15006537.002L,-83.029151,42.441964,104,19944,,Rogge,268576
-83.173198,42.43265,REG2020-00115,2020/01/29 00:00:00+00,22022704.,-83.173198,42.43265,105,19197,,Steel,26583
-83.212781,42.410378,REG2020-00116,2020/01/29 00:00:00+00,22066778.,-83.212781,42.410378,106,16500,,lindsay,145172
-83.217258,42.410503,REG2020-00117,2020/01/29 00:00:00+00,22072242.,-83.217258,42.410503,107,16520,,Fenmore St.,144923
-83.224225,42.33057,REG2020-00118,2020/01/29 00:00:00+00,22084103.001,-83.224225,42.33057,108,5707,,Stahelin,154732
-83.242048,42.35072,REG2020-00119,2020/01/29 00:00:00+00,22104881.,-83.242048,42.35072,109,8027,,Patton,170911
-83.256491,42.401178,REG2020-00141,2020/01/30 00:00:00+00,22113251-2,-83.256491,42.401178,110,15338,,LAHSER,110585
-83.124269,42.329292,REG2020-00142,2020/01/30 00:00:00+00,18010700.,-83.124269,42.329292,111,4027,,Clippert,163423
-83.151919,42.327704,REG2020-00143,2020/01/30 00:00:00+00,20010784.,-83.151919,42.327704,112,4372,,Western,161569
-82.927568,42.403164,REG2020-00144,2020/01/30 00:00:00+00,21074979.,-82.927568,42.403164,113,4530,,Cadieux,321566
-83.25978,42.405432,REG2020-00145,2020/01/30 00:00:00+00,22114938.,-83.25978,42.405432,114,15771,,DOLPHIN,130730
-83.151998,42.327017,REG2020-00146,2020/01/30 00:00:00+00,20010816-7,-83.151998,42.327017,115,4329,,Western,158947
-83.069546,42.344758,REG2020-00147,2020/01/30 00:00:00+00,06000982.,-83.069546,42.344758,116,1102,,Marvin Gaye,44813
-83.122256,42.347412,REG2020-00148,2020/03/07 00:00:00+00,16012613.,-83.122256,42.347412,117,6014,,Northfield,180992
,,REG2020-00149,2020/01/30 00:00:00+00,,,,118,24235,,West McNichols,
-83.081276,42.431937,REG2020-00150,2020/01/30 00:00:00+00,09015775.,-83.081276,42.431937,119,18900,,ST AUBIN,286493
-83.176453,42.372325,REG2020-00151,2020/01/30 00:00:00+00,22028508.,-83.176453,42.372325,120,11414,,Hartwell,212871
-83.156134,42.353291,REG2020-00152,2020/01/30 00:00:00+00,18015640-1,-83.156134,42.353291,121,8102,,KENTUCKY,192655
-83.195157,42.427936,REG2020-00153,2020/01/30 00:00:00+00,22045310.,-83.195157,42.427936,122,18669,,Coyle,62866
-83.152136,42.327152,REG2020-00154,2020/01/30 00:00:00+00,20010815.,-83.152136,42.327152,123,4339,,Western,158995
-83.222697,42.374207,REG2020-00155,2020/03/07 00:00:00+00,22079761-75,-83.222697,42.374207,124,11738,,Greenview,174335
-83.254509,42.430085,REG2020-00156,2020/01/30 00:00:00+00,22017474.007,-83.254509,42.430085,125,21451,,CAMBRIDGE,98656
-82.95056,42.421095,REG2020-00157,2020/01/30 00:00:00+00,21064828.,-82.95056,42.421095,126,11220,,Lakepointe,317341
,,REG2020-00158,2020/01/30 00:00:00+00,,,,127,2340,,Grand,
-83.003662,42.370197,REG2020-00159,2020/01/30 00:00:00+00,17007476.,-83.003662,42.370197,128,3837,,Iroquois,345482
-83.149082,42.411281,REG2020-00160,2020/03/07 00:00:00+00,16027993.,-83.149082,42.411281,129,16201,,Turner,101680
,,REG2020-00161,2020/01/30 00:00:00+00,,,,130,24651,,West McNichols,
-83.234071,42.335383,REG2020-00162,2020/01/30 00:00:00+00,22094882.,-83.234071,42.335383,131,6251,,Plainview,156867
-82.970802,42.389831,REG2020-00163,2020/01/30 00:00:00+00,21047370.,-82.970802,42.389831,132,4835,,ANDERDON,305873
-83.230518,42.434296,REG2020-00164,2020/01/30 00:00:00+00,22086228.034,-83.230518,42.434296,133,19461,,WARWICK,117033
-82.941553,42.390469,REG2020-00165,2020/01/30 00:00:00+00,21067022.,-82.941553,42.390469,134,3650,,SOMERSET,314583
-83.20234,42.392798,REG2020-00166,2020/01/30 00:00:00+00,22054914.,-83.20234,42.392798,135,14374,,PREVOST,150783
,,REG2020-00167,2020/01/30 00:00:00+00,,,,136,1900,,CHENE,
-83.206569,42.414337,REG2020-00168,2020/01/30 00:00:00+00,22058693.,-83.206569,42.414337,137,16816,,St. Marys,142580
-83.124284,42.306965,REG2020-00170,2020/01/30 00:00:00+00,20005561.,-83.124284,42.306965,138,1619,,Springwells,47804
-82.94618,42.406854,REG2020-00171,2020/01/30 00:00:00+00,21070083.,-82.94618,42.406854,139,5734,,HAVERHILL,323085
-82.930049,42.417666,REG2020-00172,2020/01/30 00:00:00+00,21077181.,-82.930049,42.417666,140,6191,,HEREFORD,308076
,,REG2020-00173,2020/01/30 00:00:00+00,,,,141,19645,,MARX ST,
,,REG2020-00174,2020/01/30 00:00:00+00,,,,142,1044,,ALTER,
-83.26039,42.404601,REG2020-00175,2020/01/30 00:00:00+00,22115660-1,-83.26039,42.404601,143,15726,,DACOSTA,130726
-83.167641,42.404788,REG2020-00176,2020/01/30 00:00:00+00,16045047.,-83.167641,42.404788,144,15445,,MONTE VISTA,93783
-82.948296,42.411728,REG2020-00177,2020/01/30 00:00:00+00,21070889.,-82.948296,42.411728,145,9281,,Bedford,296751
-83.168261,42.406215,REG2020-00178,2020/01/30 00:00:00+00,16045358.,-83.168261,42.406215,146,15716,,Manor,92770
-82.956368,42.424364,REG2020-00179,2020/03/07 00:00:00+00,21057770.,-82.956368,42.424364,147,11974,,Duchess,309071
-83.181407,42.411509,REG2020-00180,2020/01/30 00:00:00+00,22032716.,-83.181407,42.411509,148,16250,,LESURE,86380
,,REG2020-00181,2020/01/30 00:00:00+00,,,,149,1034,,ALTER,
-83.221204,42.42629,REG2020-00182,2020/01/30 00:00:00+00,22076603.,-83.221204,42.42629,150,18496,,ROSEMONT,117769
-82.944686,42.412696,REG2020-00183,2020/01/30 00:00:00+00,21071940.,-82.944686,42.412696,151,9134,,Audubon,296683
-83.145662,42.274432,REG2020-00184,2020/01/30 00:00:00+00,20011512.,-83.145662,42.274432,152,1624,,Bassett,2412
-82.959915,42.412989,REG2020-00185,2020/01/30 00:00:00+00,21069232.,-82.959915,42.412989,153,10326,,BERKSHIRE,301819
-82.958621,42.416744,REG2020-00186,2020/01/30 00:00:00+00,21058133.,-82.958621,42.416744,154,10924,,Whitehill,301864
,,REG2020-00187,2020/01/30 00:00:00+00,,,,155,1020,,ALTER,
,,REG2020-00188,2020/01/30 00:00:00+00,,,,156,19919,,RYAN,
-83.265863,42.402293,REG2020-00189,2020/01/30 00:00:00+00,22118635.,-83.265863,42.402293,157,15409,,BEAVERLAND,131714
-82.962778,42.417776,REG2020-00190,2020/01/30 00:00:00+00,21069596.,-82.962778,42.417776,158,11157,,CRAFT,304010
-83.233664,42.35017,REG2020-00191,2020/01/30 00:00:00+00,22001310-11,-83.233664,42.35017,159,19621,,Tireman,170298
,,REG2020-00192,2020/01/30 00:00:00+00,,,,160,15340,,HEYDEN,
-82.947356,42.446836,REG2020-00193,2020/01/30 00:00:00+00,21026361.,-82.947356,42.446836,161,16665,,Bringard,113259
-83.029417,42.431292,REG2020-00194,2020/01/30 00:00:00+00,15006694.018,-83.029417,42.431292,162,18665,,ROGGE,267765
-82.983873,42.411325,REG2020-00195,2020/03/07 00:00:00+00,21009538.,-82.983873,42.411325,163,12564,,Rosemary,235787
-83.218938,42.332788,REG2020-00196,2020/01/30 00:00:00+00,22077426.001,-83.218938,42.332788,164,6016,,Penrod St,155443
-83.233822,42.350175,REG2020-00197,2020/01/30 00:00:00+00,22001312-3,-83.233822,42.350175,165,19627,,Tireman,170297
-83.270487,42.425039,REG2020-00198,2020/01/30 00:00:00+00,22015713.,-83.270487,42.425039,166,23435,,MARGARETA,110283
,,REG2020-00199,2020/01/30 00:00:00+00,,,,167,2932,,Eastlawn,
-82.949002,42.424016,REG2020-00200,2020/01/30 00:00:00+00,21064925.,-82.949002,42.424016,168,11467,,LAKEPOINT,297661
-82.977658,42.44219,REG2020-00201,2020/01/30 00:00:00+00,21024117.,-82.977658,42.44219,169,14110,,State Fair,215409
-83.165664,42.36243,REG2020-00202,2020/01/30 00:00:00+00,18017740.,-83.165664,42.36243,170,9191,,PINEHURST,196265
-83.154467,42.442622,REG2020-00203,2020/01/30 00:00:00+00,16032038.,-83.154467,42.442622,171,20206,,NORTHLAWN,13070
-83.192794,42.411865,REG2020-00204,2020/01/30 00:00:00+00,22043795.,-83.192794,42.411865,172,16534,,ROBSON,140283
-83.115503,42.382455,REG2020-00205,2020/01/30 00:00:00+00,10003200.,-83.115503,42.382455,173,2627,,Webb,51423
-83.02672,42.444399,REG2020-00206,2020/01/30 00:00:00+00,15005983.,-83.02672,42.444399,174,20150,,SPENCER,268851
,,REG2020-00207,2020/01/30 00:00:00+00,,,,175,22515,,SOUTH KANE,
-83.216933,42.414684,REG2020-00208,2020/01/30 00:00:00+00,22071755.,-83.216933,42.414684,176,16861,,ARCHDALE,146527
-82.958576,42.420434,REG2020-00209,2020/01/30 00:00:00+00,21058093.,-82.958576,42.420434,177,11467,,LAING,295639
-83.261519,42.344515,REG2020-00210,2020/01/30 00:00:00+00,22118064.,-83.261519,42.344515,178,7429,,BRAMELL,161069
-83.012843,42.340349,REG2020-00211,2020/01/30 00:00:00+00,CONDO BUILDING,-83.012843,42.340349,179,3320,,SPINNAKER,240101
-83.076278,42.377994,REG2020-00212,2020/01/30 00:00:00+00,01002544-5,-83.076278,42.377994,180,95,,E. Euclid St.,342814
-83.226952,42.35063,REG2020-00213,2020/01/30 00:00:00+00,22001726-7,-83.226952,42.35063,181,19050,,Tireman,170945
-83.07043,42.441288,REG2020-00214,2020/01/30 00:00:00+00,13023224.,-83.07043,42.441288,182,19952,,GALLAGHER,287987
-83.230155,42.342221,REG2020-00215,2020/01/30 00:00:00+00,22089206.,-83.230155,42.342221,183,6888,,WESTWOOD,159822
,,REG2020-00216,2020/01/30 00:00:00+00,,,,184,16584,,BAYLIS,
-83.256365,42.347027,REG2020-00217,2020/01/30 00:00:00+00,22114636-7,-83.256365,42.347027,185,7626,,DOLPHIN,159858
-82.947544,42.418182,REG2020-00218,2020/01/30 00:00:00+00,21067250.,-82.947544,42.418182,186,10550,,SOMERSET,293921
-83.075944,42.377682,REG2020-00219,2020/01/30 00:00:00+00,01002527.,-83.075944,42.377682,187,100,,E. Euclid St.,342669
-83.23505,42.361841,REG2020-00220,2020/01/30 00:00:00+00,22094658.,-83.23505,42.361841,188,9231,,PLAINVIEW,169369
-82.932404,42.415758,REG2020-00221,2020/01/30 00:00:00+00,21075708.,-82.932404,42.415758,189,6126,,Guilford,307914
-82.946956,42.406205,REG2020-00222,2020/01/30 00:00:00+00,21069756.,-82.946956,42.406205,190,5710,,BUCKINGHAM,322381
-83.18707,42.391985,REG2020-00223,2020/01/30 00:00:00+00,22037791.,-83.18707,42.391985,191,14262,,STRATHMOOR,149084
-83.104019,42.317736,REG2020-00224,2020/01/30 00:00:00+00,16014247.,-83.104019,42.317736,192,1938,,Campbell,217288
-83.199866,42.34789,REG2020-00225,2020/01/30 00:00:00+00,22053646.,-83.199866,42.34789,193,7530,,FORRER,180787
-83.235262,42.348324,REG2020-00226,2020/01/30 00:00:00+00,22095095.,-83.235262,42.348324,194,7706,,EVERGREEN,167958
-83.14509,42.274344,REG2020-00227,2020/01/30 00:00:00+00,20011125.,-83.14509,42.274344,195,1611,,Bassett,2402
-83.267541,42.37953,REG2020-00228,2020/01/30 00:00:00+00,22120247.,-83.267541,42.37953,196,12635,,HAZELTON,111603
-82.941866,42.408834,REG2020-00229,2020/01/30 00:00:00+00,21072062.,-82.941866,42.408834,197,5753,,AUDUBON,324403
-82.950098,42.412345,REG2020-00230,2020/01/30 00:00:00+00,21067792.,-82.950098,42.412345,198,9894,,Balfour,319533
-83.222763,42.338319,REG2020-00231,2020/01/30 00:00:00+00,22080871.,-83.222763,42.338319,199,6458,,BRACE,156458
,,REG2020-00232,2020/01/30 00:00:00+00,,,,200,426,,KING ST.,
-83.123396,42.4044,REG2020-00233,2020/01/30 00:00:00+00,08009957.,-83.123396,42.4044,201,15392,,BAYLIS,12275
-83.150647,42.362464,REG2020-00234,2020/01/30 00:00:00+00,18014412.,-83.150647,42.362464,202,9108,,CLOVERLAWN,197375
-83.193252,42.409742,REG2020-00235,2020/01/30 00:00:00+00,22044170.,-83.193252,42.409742,203,16151,,Robson,139876
,,REG2020-00236,2020/01/30 00:00:00+00,,,,204,14801,,GRANDVILLE,
-83.267075,42.382892,REG2020-00237,2020/01/30 00:00:00+00,22120048.,-83.267075,42.382892,205,12922,,HAZELTON,113991
-83.237529,42.341621,REG2020-00238,2020/01/30 00:00:00+00,22098771.,-83.237529,42.341621,206,6850,,HEYDEN,159619
-83.167772,42.383871,REG2020-00239,2020/01/30 00:00:00+00,16045847.,-83.167772,42.383871,207,13125,,MANOR,214581
-82.933849,42.408522,REG2020-00240,2020/01/30 00:00:00+00,21074003.,-82.933849,42.408522,208,5314,,Grayton,324344
-83.213587,42.340695,REG2020-00241,2020/01/30 00:00:00+00,22070855.,-83.213587,42.340695,209,6759,,LONGACRE,155172
-83.22514,42.347135,REG2020-00242,2020/01/30 00:00:00+00,22001033-4,-83.22514,42.347135,210,18930,,Sawyer,166455
-83.210866,42.349843,REG2020-00243,2020/01/30 00:00:00+00,22067907.,-83.210866,42.349843,211,7811,,MEMORIAL,183716
-82.956415,42.412324,REG2020-00244,2020/01/30 00:00:00+00,21058778.,-82.956415,42.412324,212,10160,,Roxbury,297123
,,REG2020-00245,2020/01/30 00:00:00+00,,,,213,10360,,W OUTER DRIVE,
-83.211504,42.431787,REG2020-00246,2020/01/30 00:00:00+00,22064103.,-83.211504,42.431787,214,19202,,BILTMORE,82677
-83.188818,42.406912,REG2020-00247,2020/01/30 00:00:00+00,22039075-8,-83.188818,42.406912,215,15764,,HUBBELL,139782
-83.171209,42.389487,REG2020-00248,2020/01/30 00:00:00+00,22022992.,-83.171209,42.389487,216,13989,,STEEL,183225
-83.206748,42.346695,REG2020-00249,2020/01/30 00:00:00+00,22062464.,-83.206748,42.346695,217,7450,,WOODMONT,177497
-83.134006,42.347252,REG2020-00250,2020/01/30 00:00:00+00,18004278.,-83.134006,42.347252,218,6382,,Sparta,180833
-83.17209,42.432433,REG2020-00251,2020/01/30 00:00:00+00,22021456.,-83.17209,42.432433,219,19181,,APPOLINE,27948
-83.207439,42.394889,REG2020-00252,2020/01/30 00:00:00+00,22060525.,-83.207439,42.394889,220,14551,,METTETAL,149130
-83.162091,42.41375,REG2020-00253,2020/01/30 00:00:00+00,16040282.,-83.162091,42.41375,221,16612,,Ilene,94128
,,REG2020-00254,2020/01/30 00:00:00+00,,,,222,560,,Hague Street,
-82.955173,42.443116,REG2020-00255,2020/01/30 00:00:00+00,21024582-3,-82.955173,42.443116,223,16035,,State Fair,125768
