X,Y,record_id,record_status_date,parcel_id,lon,lat,ObjectId,address_id,street_num,street_dir,street_name
-82.983768,42.38766,ANN2004-11591,2021/11/03 00:00:00+00,21002682.001,-82.983768,42.38766,614,350767,11409,E,WARREN
-82.978282,42.389464,ANN2004-11594,2022/06/15 00:00:00+00,21046421.002,-82.978282,42.389464,615,293312,11919,E,WARREN
-83.184072,42.387229,ANN2004-11600,2019/04/17 00:00:00+00,22008364.,-83.184072,42.387229,616,137267,14200,W,GRAND RIVER
-82.973771,42.386693,ANN2004-11628,2022/07/19 00:00:00+00,21046423.004,-82.973771,42.386693,617,292321,4733,,CONNER
-83.027552,42.393809,ANN2004-11631,2019/04/16 00:00:00+00,15006950.,-83.027552,42.393809,618,540562,8903,,ST CYRIL
-83.033875,42.332245,ANN2004-11636,2019/06/21 00:00:00+00,05000042-4,-83.033875,42.332245,619,5772,1000,E,WOODBRIDGE
-83.027508,42.422514,ANN2004-11648,2021/12/21 00:00:00+00,15003598-600,-83.027508,42.422514,620,266331,17434,,CLIFF
-83.048179,42.420871,ANN2004-11650,2021/11/17 00:00:00+00,13007640-9,-83.048179,42.420871,621,272298,5431,E,DAVISON
-82.974686,42.389404,ANN2004-11661,2022/04/06 00:00:00+00,21002581-90,-82.974686,42.389404,622,350914,12248,E,WARREN
-83.031475,42.423215,ANN2004-11666,2022/09/02 00:00:00+00,15003764-70,-83.031475,42.423215,623,283039,6808,E,DAVISON
-82.970704,42.39077,ANN2004-11669,2019/12/12 00:00:00+00,21002539-43,-82.970704,42.39077,624,535260,12610,E,WARREN
-83.032999,42.385241,ANN2004-11709,2021/05/18 00:00:00+00,15000846.003L,-83.032999,42.385241,625,164794,6464,,STRONG
-82.965546,42.392887,ANN2004-11711,2019/10/08 00:00:00+00,21002498.,-82.965546,42.392887,626,351134,13136,E,WARREN
-83.157961,42.4172,ANN2004-11722,2021/10/21 00:00:00+00,16008170-1,-83.157961,42.4172,627,21587,8744,W,MCNICHOLS
-83.060112,42.349802,ANN2004-11733,2022/04/22 00:00:00+00,02001803.,-83.060112,42.349802,628,330113,3929,,WOODWARD
-83.060508,42.352504,ANN2004-11766,2020/01/07 00:00:00+00,01004213-4,-83.060508,42.352504,629,328262,4250,,WOODWARD
-83.061616,42.352399,ANN2004-11770,2022/06/23 00:00:00+00,02001794.,-83.061616,42.352399,630,252213,4265,,WOODWARD
-83.233969,42.343418,ANN2004-11822,2022/10/14 00:00:00+00,22000583-4,-83.233969,42.343418,631,545374,19646,W,WARREN
-83.023605,42.40723,ANN2004-11829,2022/04/11 00:00:00+00,15005520-4,-83.023605,42.40723,632,318181,11445,,VAN DYKE
-82.915755,42.410421,ANN2004-11831,2019/03/18 00:00:00+00,21002153.001,-82.915755,42.410421,633,333461,18300,E,WARREN
-83.197372,42.392629,ANN2004-11832,2021/04/21 00:00:00+00,22008282.,-83.197372,42.392629,634,351817,15370,W,GRAND RIVER
-83.023076,42.412991,ANN2004-11835,2022/04/18 00:00:00+00,17009711-3,-83.023076,42.412991,635,302587,13000,,VAN DYKE
-82.982741,42.387912,ANN2004-11837,2021/11/12 00:00:00+00,21002682.002L,-82.982741,42.387912,636,535195,11555,E,WARREN
-82.961352,42.394233,ANN2004-11848,2022/08/17 00:00:00+00,21002470-3,-82.961352,42.394233,637,307292,14114,E,WARREN
-82.956151,42.396023,ANN2004-11869,2021/12/14 00:00:00+00,21002438-44,-82.956151,42.396023,638,309782,14622,E,WARREN
-82.966688,42.392341,ANN2004-11879,2021/03/30 00:00:00+00,21002505-11,-82.966688,42.392341,639,535289,13000,E,WARREN
-83.027632,42.359872,ANN2004-11884,2019/03/19 00:00:00+00,13001838.,-83.027632,42.359872,640,269927,3361,,GRATIOT
-83.026935,42.360783,ANN2004-11891,2022/04/21 00:00:00+00,13001843.,-83.026935,42.360783,641,262336,3439,,GRATIOT
-83.114831,42.338899,ANN2004-11895,2021/03/30 00:00:00+00,16011921.,-83.114831,42.338899,642,539784,4718,,32ND
-83.166444,42.289078,ANN2004-11897,2020/01/17 00:00:00+00,20018016.,-83.166444,42.289078,643,346847,225,S,SCHAEFER
-83.242121,42.34337,ANN2004-11938,2022/10/05 00:00:00+00,22000502-4,-83.242121,42.34337,644,215406,20636,W,WARREN
-83.023161,42.395882,ANN2004-11943,2019/06/13 00:00:00+00,15005604-12,-83.023161,42.395882,645,347632,9105,,VAN DYKE
-83.024105,42.418964,ANN2004-11958,2019/08/05 00:00:00+00,15005430.,-83.024105,42.418964,646,370785,13801,,VAN DYKE
-83.046483,42.351349,ANN2004-11974,2021/08/26 00:00:00+00,05001392-403,-83.046483,42.351349,647,259078,1000,,MACK
-82.938643,42.418842,ANN2004-11976,2021/11/09 00:00:00+00,21075207-11,-82.938643,42.418842,648,536662,10011,,CADIEUX
-83.171611,42.381574,ANN2004-11978,2019/01/15 00:00:00+00,22006867-76,-83.171611,42.381574,649,222227,12955,,GRAND RIVER
-83.037823,42.35558,ANN2004-11983,2021/07/27 00:00:00+00,09001796.,-83.037823,42.35558,650,539142,2125,,MACK
-83.156324,42.328117,ANN2004-11985,2022/09/09 00:00:00+00,20004611-4,-83.156324,42.328117,651,215218,9506,,MICHIGAN
-83.038584,42.346042,ANN2004-11999,2019/06/12 00:00:00+00,07002270.,-83.038584,42.346042,652,258833,2456,,MARKET
-83.104775,42.338867,ANN2004-12005,2021/04/19 00:00:00+00,14010394.,-83.104775,42.338867,653,151898,4036,,BUCHANAN
-83.114843,42.334873,ANN2004-12013,2022/07/08 00:00:00+00,16013181.,-83.114843,42.334873,654,539915,5611,,BUCHANAN
-83.117017,42.334761,ANN2004-12030,2019/08/27 00:00:00+00,16014663.,-83.117017,42.334761,655,349278,4443,N,CAMPBELL
,,ANN2004-12032,2019/07/03 00:00:00+00,,,,656,,311,E,GRAND RIVER LEGAL
-83.15182,42.328522,ANN2004-12049,2021/11/19 00:00:00+00,20008221-2,-83.15182,42.328522,657,215213,4445,,SHARON
,,ANN2004-12051,2021/12/17 00:00:00+00,,,,658,,400,WEST,GRAND RIVER
,,ANN2004-12066,2021/11/16 00:00:00+00,,,,659,,601,,ABBOTT AKA 612-613 ABBOTT
,,ANN2004-12071,2019/03/21 00:00:00+00,,,,660,,225,,GRATIOT AKA 1301 BROADWAY
-83.052533,42.330475,ANN2004-12089,2022/01/28 00:00:00+00,02000209-21,-83.052533,42.330475,661,295621,431,,HOWARD
-83.105741,42.328382,ANN2004-12091,2021/06/10 00:00:00+00,16010514-5,-83.105741,42.328382,662,151228,3255,,GOLDNER
,,ANN2004-12109,2022/05/03 00:00:00+00,,,,663,,17701,,MACK
-82.977348,42.43528,ANN2004-12134,2022/06/15 00:00:00+00,21028565-7,-82.977348,42.43528,664,351445,14308,,GRATIOT
-83.120706,42.391574,ANN2004-12187,2019/07/23 00:00:00+00,10007490-2,-83.120706,42.391574,665,40214,13144,,LINWOOD
-83.128025,42.318546,ANN2004-12188,2022/09/28 00:00:00+00,18009710.,-83.128025,42.318546,666,450427,2896,,CENTRAL
-83.128162,42.318734,ANN2004-12189,2020/06/23 00:00:00+00,18009711.,-83.128162,42.318734,667,539372,2910,,CENTRAL
-83.128484,42.318924,ANN2004-12193,2019/04/24 00:00:00+00,18009712-4,-83.128484,42.318924,668,539381,2930,,CENTRAL
-83.241125,42.410153,ANN2004-12212,2022/09/22 00:00:00+00,22007935-8,-83.241125,42.410153,669,127307,20314,W,GRAND RIVER
-83.124606,42.396341,ANN2004-12218,2021/02/22 00:00:00+00,12010955-7,-83.124606,42.396341,670,537547,13925,,LINWOOD
,,ANN2004-12231,2021/03/09 00:00:00+00,,,,671,,17151,,Harper
-83.174396,42.409654,ANN2004-12247,2021/03/29 00:00:00+00,22012364.,-83.174396,42.409654,672,351115,13100,,PURITAN
-83.039866,42.332025,ANN2004-12256,2022/07/25 00:00:00+00,03000061.,-83.039866,42.332025,673,514758,535,E,LARNED
-82.963969,42.420567,ANN2004-12260,2019/10/10 00:00:00+00,21014305-6,-82.963969,42.420567,674,546783,15246,,HOUSTON-WHITTIER
,,ANN2004-12267,2022/10/26 00:00:00+00,,,,675,,12422,,KELLY RD
-83.047054,42.334637,ANN2004-12272,2022/01/28 00:00:00+00,01004001.,-83.047054,42.334637,676,48040,1260,,LIBRARY
-83.047327,42.337595,ANN2004-12282,2021/11/04 00:00:00+00,01000275.,-83.047327,42.337595,677,22116,241,,MADISON
,,ANN2004-12288,2021/08/06 00:00:00+00,,,,678,,7271,,DIX
,,ANN2004-12299,2022/10/11 00:00:00+00,,,,679,,7770,,DIX
-83.162943,42.417092,ANN2004-12300,2022/11/02 00:00:00+00,16008125.,-83.162943,42.417092,680,22338,10218,W,MCNICHOLS
-83.10823,42.327202,ANN2004-12306,2021/09/24 00:00:00+00,16012944.,-83.10823,42.327202,681,149703,3058,,JUNCTION
,,ANN2004-12317,2021/12/20 00:00:00+00,,,,682,,1100,,OAKMAN BLVD
-83.044315,42.338346,ANN2004-12342,2022/07/21 00:00:00+00,03003420-421B,-83.044315,42.338346,683,24068,541,,MADISON
-83.10979,42.341224,ANN2004-12343,2020/01/23 00:00:00+00,14010721-6,-83.10979,42.341224,684,154422,4900,,LOVETT
-83.244707,42.411685,ANN2004-12346,2020/08/26 00:00:00+00,22007897-902,-83.244707,42.411685,685,119077,20650,W,GRAND RIVER
-83.247066,42.413026,ANN2004-12350,2022/10/18 00:00:00+00,22007883.,-83.247066,42.413026,686,118953,20800,,GRAND RIVER
-83.249689,42.413062,ANN2004-12354,2022/10/28 00:00:00+00,22007439-40,-83.249689,42.413062,687,535932,21151,W,GRAND RIVER
-83.094055,42.326839,ANN2004-12387,2019/04/05 00:00:00+00,,-83.094055,42.326839,688,348692,2411,,VINEWOOD
-83.142974,42.334841,ANN2004-12395,2021/01/05 00:00:00+00,20005370.,-83.142974,42.334841,689,215702,7900,,MCGRAW
-83.042045,42.33537,ANN2004-12434,2021/04/21 00:00:00+00,03000195.,-83.042045,42.33537,690,52972,535,,MONROE
-83.053153,42.327825,ANN2004-12449,2022/04/18 00:00:00+00,04000101.,-83.053153,42.327825,691,288076,601,W,FORT
,,ANN2004-12455,2022/11/02 00:00:00+00,,,,692,,6500,W,FORT
,,ANN2004-12456,2022/11/04 00:00:00+00,,,,693,,8712,W,MCNICHOLS
,,ANN2004-12478,2021/11/02 00:00:00+00,,,,694,,7700,,DIX
-83.159511,42.357185,ANN2004-12484,2021/11/30 00:00:00+00,18017834-6,-83.159511,42.357185,695,216111,8590,,ESPER
-82.926,42.424242,ANN2004-12487,2022/05/18 00:00:00+00,21079073.,-82.926,42.424242,696,320712,21001,,MOROSS
,,ANN2004-12508,2021/09/13 00:00:00+00,,,,697,,12518,,KELLY RD
-83.155364,42.291304,ANN2004-12510,2019/12/20 00:00:00+00,20017035-9,-83.155364,42.291304,698,347510,691,,DIX
-83.044742,42.33448,ANN2004-12537,2022/07/29 00:00:00+00,01003928.,-83.044742,42.33448,699,348270,1224,,RANDOLPH
-83.128616,42.36499,ANN2004-12538,2019/12/03 00:00:00+00,14001587-8,-83.128616,42.36499,700,350333,8990,W,GRAND RIVER
-83.046543,42.328415,ANN2004-12567,2022/10/11 00:00:00+00,02000095-118,-83.046543,42.328415,701,289926,150,W,JEFFERSON
-83.197531,42.381373,ANN2004-12621,2021/07/07 00:00:00+00,22049856-7,-83.197531,42.381373,702,542491,12680,,GREENFIELD
,,ANN2004-12636,2019/04/13 00:00:00+00,,,,703,,238,W,LAFAYETTE
-83.048424,42.328319,ANN2004-12657,2022/10/04 00:00:00+00,02000119-37,-83.048424,42.328319,704,289380,250,W,LARNED
,,ANN2004-12671,2019/06/13 00:00:00+00,,,,705,,2030,,PARK LEGAL
-83.045991,42.336635,ANN2004-12672,2021/07/07 00:00:00+00,01003939-44,-83.045991,42.336635,706,18576,1502,,RANDOLPH
-83.055274,42.406745,ANN2004-12707,2021/10/05 00:00:00+00,13024911.,-83.055274,42.406745,707,273706,11942,,CONANT
,,ANN2004-12724,2021/07/20 00:00:00+00,,,,708,,19181,,GLENDALE
-83.232983,42.380949,ANN2004-12733,2022/02/11 00:00:00+00,22008505-6,-83.232983,42.380949,709,497268,19449,,GLENDALE
-83.036377,42.331181,ANN2004-12764,2021/06/07 00:00:00+00,03000011.001,-83.036377,42.331181,710,542687,672,E,WOODBRIDGE
,,ANN2004-12768,2022/04/18 00:00:00+00,,,,711,,1400,,WOODWARD
,,ANN2004-12778,2019/03/01 00:00:00+00,,,,712,,1431,,TIMES SQUARE
-83.2424,42.3432,ANN2004-12784,2021/12/10 00:00:00+00,22000500-1,-83.2424,42.3432,713,535918,20650,W,WARREN
-83.160328,42.421137,ANN2004-12802,2022/10/04 00:00:00+00,16037651-64,-83.160328,42.421137,714,352345,17540,,WYOMING
-83.003913,42.346642,ANN2004-12824,2022/08/04 00:00:00+00,15000046.,-83.003913,42.346642,715,275547,6905,E,JEFFERSON
-83.054656,42.405957,ANN2004-12832,2022/10/24 00:00:00+00,13024903-6,-83.054656,42.405957,716,536968,11828,,CONANT
-83.220814,42.4013,ANN2004-12839,2022/04/25 00:00:00+00,22007231.,-83.220814,42.4013,717,123082,18235,,GRAND RIVER
-83.066619,42.350584,ANN2004-12853,2021/02/08 00:00:00+00,04000892-3,-83.066619,42.350584,718,511178,4299,,SECOND
-83.234976,42.407122,ANN2004-12859,2022/06/14 00:00:00+00,22007300-3,-83.234976,42.407122,719,127190,19541,W,GRAND RIVER
-83.064383,42.343644,ANN2004-12864,2019/06/14 00:00:00+00,04003386-8,-83.064383,42.343644,720,221629,3430,,THIRD
-83.065998,42.346135,ANN2004-12868,2022/10/15 00:00:00+00,04003396.,-83.065998,42.346135,721,228108,3736,,THIRD
-83.12119,42.393066,ANN2004-12869,2019/12/20 00:00:00+00,10004196.,-83.12119,42.393066,722,41155,2525,W,DAVISON
,,ANN2004-12885,2022/07/25 00:00:00+00,,,,723,,15703,,DALE
-83.232639,42.383742,ANN2004-12911,2021/11/15 00:00:00+00,22008549.002L,-83.232639,42.383742,724,114462,19431,W,DAVISON
-83.233365,42.383366,ANN2004-12919,2021/07/12 00:00:00+00,22008552.,-83.233365,42.383366,725,114483,19511,W,DAVISON
-83.101914,42.318213,ANN2004-12920,2021/07/21 00:00:00+00,16000761-2,-83.101914,42.318213,726,220163,5458,W,VERNOR
-83.233863,42.384234,ANN2004-12923,2022/09/21 00:00:00+00,22008569-72,-83.233863,42.384234,727,114702,19536,W,DAVISON
-83.119518,42.314937,ANN2004-12931,2022/11/15 00:00:00+00,18001429.,-83.119518,42.314937,728,39203,7000,W,VERNOR
-83.239788,42.394601,ANN2004-12933,2019/10/03 00:00:00+00,22010384-94,-83.239788,42.394601,729,545485,20220,,LYNDON
-83.119361,42.314411,ANN2004-12936,2019/03/21 00:00:00+00,18001350-2,-83.119361,42.314411,730,53317,7027,W,VERNOR
-83.236045,42.383342,ANN2004-12952,2022/07/21 00:00:00+00,22095488.004,-83.236045,42.383342,731,351086,12934,,EVERGREEN
-83.236352,42.385712,ANN2004-12957,2019/09/30 00:00:00+00,22095492.,-83.236352,42.385712,732,115377,13620,,EVERGREEN
-83.127389,42.311609,ANN2004-12970,2021/09/08 00:00:00+00,20004315-0,-83.127389,42.311609,733,53464,7940,W,VERNOR
-83.241768,42.400386,ANN2004-12990,2021/12/17 00:00:00+00,22010819-20,-83.241768,42.400386,734,115557,20401,,FENKELL
-83.11152,42.309488,ANN2004-13015,2019/10/17 00:00:00+00,18008135-9,-83.11152,42.309488,735,32132,1270,,WATERMAN
-83.116024,42.405565,ANN2004-13024,2019/05/01 00:00:00+00,08007272.005,-83.116024,42.405565,736,10781,15415,,WOODROW WILSON
-83.116057,42.405767,ANN2004-13025,2022/07/12 00:00:00+00,08007272.003,-83.116057,42.405767,737,510911,15427,,WOODROW WILSON
-83.116117,42.406172,ANN2004-13035,2022/07/12 00:00:00+00,08007272.001,-83.116117,42.406172,738,12841,15477,,WOODROW WILSON
,,ANN2004-13063,2022/04/22 00:00:00+00,,,,739,,1939,S,FORT
-83.140064,42.407289,ANN2004-13084,2022/09/28 00:00:00+00,12013203-5,-83.140064,42.407289,740,456084,15760,,LIVERNOIS
-83.166391,42.402068,ANN2004-13090,2022/07/22 00:00:00+00,16007065-7,-83.166391,42.402068,741,89785,10601,,FENKELL
,,ANN2004-13103,2022/05/31 00:00:00+00,,,,742,,9300,,WOODWARD AKA Florist
,,ANN2004-13107,2021/06/16 00:00:00+00,,,,743,,3465,S,FORT
,,ANN2004-13109,2021/11/30 00:00:00+00,,,,744,,2215,SOUTH,SCHAEFER
-82.964816,42.404235,ANN2004-13155,2021/12/07 00:00:00+00,21003973-8,-82.964816,42.404235,745,247276,14350,,HARPER
-83.061632,42.34648,ANN2004-13162,2022/11/07 00:00:00+00,02002236.,-83.061632,42.34648,746,349088,3627,,CASS
-83.062072,42.348766,ANN2004-13184,2021/11/09 00:00:00+00,02000817-8,-83.062072,42.348766,747,252212,3900,,CASS
-83.063442,42.349504,ANN2004-13197,2022/05/31 00:00:00+00,02002221.,-83.063442,42.349504,748,349190,4107,,CASS
-83.165373,42.416581,ANN2004-13206,2022/10/18 00:00:00+00,16008033.,-83.165373,42.416581,749,94938,10433,W,MCNICHOLS
-83.165225,42.379605,ANN2004-13215,2022/04/28 00:00:00+00,16005025.,-83.165225,42.379605,750,350958,12450,W,GRAND RIVER
-83.154713,42.275739,ANN2004-13221,2021/06/15 00:00:00+00,20018064.,-83.154713,42.275739,751,535840,1924,S,SCHAEFER
-83.060571,42.34311,ANN2004-13226,2022/05/18 00:00:00+00,02000675-7,-83.060571,42.34311,752,221466,456,,CHARLOTTE
-83.056274,42.339309,ANN2004-13229,2022/06/07 00:00:00+00,02001981-9,-83.056274,42.339309,753,215839,2482,,CLIFFORD
-83.228919,42.386709,ANN2004-13272,2021/06/17 00:00:00+00,22009627-34,-83.228919,42.386709,754,125115,19126,,SCHOOLCRAFT
-83.232485,42.386147,ANN2004-13276,2021/11/13 00:00:00+00,22008947-50,-83.232485,42.386147,755,115448,19411,,SCHOOLCRAFT
-83.235049,42.386574,ANN2004-13279,2019/09/03 00:00:00+00,22009565-9,-83.235049,42.386574,756,147827,19620,,SCHOOLCRAFT
-83.252574,42.386238,ANN2004-13295,2022/10/31 00:00:00+00,22009394-401,-83.252574,42.386238,757,134130,21446,,SCHOOLCRAFT
-83.054682,42.346163,ANN2004-13310,2019/11/21 00:00:00+00,01000790-803,-83.054682,42.346163,758,228370,114,,ERSKINE
-83.113873,42.310851,ANN2004-13331,2021/03/22 00:00:00+00,18000835-45,-83.113873,42.310851,759,540125,6738,,BOSTWICK
-83.12987,42.409898,ANN2004-13340,2020/10/28 00:00:00+00,12005404.,-83.12987,42.409898,760,7746,2901,,PURITAN
-83.142383,42.409652,ANN2004-13406,2019/02/26 00:00:00+00,16007459.,-83.142383,42.409652,761,90891,7045,,PURITAN
-83.059767,42.348459,ANN2004-13444,2020/11/02 00:00:00+00,02000793.,-83.059767,42.348459,762,231437,58,,PARSONS
,,ANN2004-13473,2021/10/18 00:00:00+00,,,,763,,410,,FORDSON
-83.06117,42.349101,ANN2004-13482,2019/04/23 00:00:00+00,02000820-4,-83.06117,42.349101,764,231939,90,,SELDEN
-83.059362,42.345229,ANN2004-13490,2019/09/06 00:00:00+00,02000723.,-83.059362,42.345229,765,227377,131,,STIMSON
-83.060084,42.345516,ANN2004-13492,2021/06/04 00:00:00+00,02000738-9,-83.060084,42.345516,766,347798,150,,STIMSON
,,ANN2004-13532,2022/03/18 00:00:00+00,,,,767,,3100,,WOODWARD AVENUE
-83.132501,42.345167,ANN2004-13533,2021/06/30 00:00:00+00,18003669.,-83.132501,42.345167,768,349641,6400,W,WARREN
-83.066209,42.36104,ANN2004-13601,2021/10/06 00:00:00+00,01001496-7,-83.066209,42.36104,769,536191,40,E,FERRY
-83.064711,42.361087,ANN2004-13619,2021/10/20 00:00:00+00,01001460-9,-83.064711,42.361087,770,266620,111,E,KIRBY
-83.089168,42.392743,ANN2004-13637,2019/11/14 00:00:00+00,02001673.,-83.089168,42.392743,771,338865,11711,,WOODWARD
-83.233596,42.429441,ANN2004-13646,2022/08/09 00:00:00+00,22016473-4,-83.233596,42.429441,772,113495,19401,W,SEVEN MILE
-83.234573,42.415539,ANN2004-13650,2022/10/27 00:00:00+00,22013671-4,-83.234573,42.415539,773,352856,19500,W,MCNICHOLS
-83.038404,42.344736,ANN2004-13661,2022/09/28 00:00:00+00,07000790-1,-83.038404,42.344736,774,255147,1429,,GRATIOT
-83.148088,42.365956,ANN2004-13668,2020/02/26 00:00:00+00,16004795.003L,-83.148088,42.365956,775,216308,7777,W,CHICAGO
,,ANN2004-13671,2019/04/04 00:00:00+00,,,,776,,8201,,JOY ROAD
-83.188415,42.431061,ANN2004-13675,2021/11/08 00:00:00+00,22017358-68,-83.188415,42.431061,777,351497,14420,W,SEVEN MILE
,,ANN2004-13681,2021/08/31 00:00:00+00,,,,778,,20000,,JOY ROAD
-83.160453,42.409978,ANN2004-13696,2021/05/26 00:00:00+00,16007741-5,-83.160453,42.409978,779,94925,10010,,PURITAN
-83.023413,42.400688,ANN2004-13699,2020/11/18 00:00:00+00,15005559.,-83.023413,42.400688,780,540695,9635,,VAN DYKE
,,ANN2004-13705,2021/07/19 00:00:00+00,,,,781,,661,S,DIX
-83.056535,42.408575,ANN2004-13707,2020/12/09 00:00:00+00,13024927.,-83.056535,42.408575,782,276488,12178,,CONANT
-83.160429,42.424331,ANN2004-13731,2022/09/30 00:00:00+00,16037704.,-83.160429,42.424331,783,352436,18200,,WYOMING
-83.160352,42.425717,ANN2004-13761,2022/01/13 00:00:00+00,16037728-32,-83.160352,42.425717,784,22356,18310,,WYOMING
-83.100512,42.377516,ANN2004-13783,2022/10/30 00:00:00+00,08002811.,-83.100512,42.377516,785,40668,9321,,ROSA PARKS
-82.951902,42.435372,ANN2004-13789,2019/05/09 00:00:00+00,21056972-3,-82.951902,42.435372,786,304279,19164,,KELLY
-83.023239,42.414832,ANN2004-13792,2019/07/02 00:00:00+00,17009730.,-83.023239,42.414832,787,238841,13228,,VAN DYKE
,,ANN2004-13799,2022/07/18 00:00:00+00,,,,788,,19241,,JOY ROAD
-83.023166,42.413804,ANN2004-13805,2022/04/04 00:00:00+00,17009720-1,-83.023166,42.413804,789,304012,13100,,VAN DYKE
-83.024964,42.445743,ANN2004-13818,2021/03/25 00:00:00+00,15005155-60,-83.024964,42.445743,790,269446,20245,,VAN DYKE
-83.040745,42.331662,ANN2004-13821,2021/08/26 00:00:00+00,01003778-80,-83.040745,42.331662,791,348006,511,,BEAUBIEN
-83.186486,42.387186,ANN2004-13834,2021/07/29 00:00:00+00,22008681.,-83.186486,42.387186,792,137266,14419,,SCHOOLCRAFT
-83.120666,42.288162,ANN2004-13836,2021/07/02 00:00:00+00,20000073-5,-83.120666,42.288162,793,350245,8717,W,JEFFERSON
-83.061971,42.358395,ANN2004-13837,2019/03/19 00:00:00+00,01001323.001,-83.061971,42.358395,794,265175,5020,,JOHN R
-83.283405,42.426427,ANN2004-13838,2019/09/09 00:00:00+00,22007602.,-83.283405,42.426427,795,133002,24531,W,GRAND RIVER
-83.071465,42.321858,ANN2004-13839,2020/09/23 00:00:00+00,10000072-3,-83.071465,42.321858,796,245002,2200,W,LAFAYETTE
-83.053866,42.404417,ANN2004-13842,2019/08/07 00:00:00+00,13024892.001,-83.053866,42.404417,797,350791,11520,,CONANT
-83.213279,42.343135,ANN2004-13858,2019/04/08 00:00:00+00,22000214.,-83.213279,42.343135,798,545368,17049,W,WARREN
-83.057469,42.409012,ANN2004-13914,2021/02/09 00:00:00+00,09008885-7,-83.057469,42.409012,799,274544,12203,,CONANT
-82.945653,42.384789,ANN2004-13918,2019/09/19 00:00:00+00,21000974.,-82.945653,42.384789,800,326794,14915,,CHARLEVOIX
-82.941786,42.401972,ANN2004-13937,2022/04/13 00:00:00+00,21002865.002L,-82.941786,42.401972,801,351985,16111,W,WARREN
-83.202858,42.343445,ANN2004-13942,2022/05/03 00:00:00+00,22000104-17,-83.202858,42.343445,802,351994,16131,W,WARREN
-83.123219,42.335593,ANN2004-13968,2022/10/27 00:00:00+00,16017200.,-83.123219,42.335593,803,539806,4820,,LIVERNOIS
-83.110427,42.331479,ANN2004-13990,2022/09/02 00:00:00+00,16001732.,-83.110427,42.331479,804,151672,5436,,MICHIGAN
-83.141168,42.432492,ANN2004-14007,2022/11/03 00:00:00+00,02004411-2,-83.141168,42.432492,805,322300,19158,,LIVERNOIS
-83.2294,42.371707,ANN2004-14008,2022/11/22 00:00:00+00,22005339-44,-83.2294,42.371707,806,352772,19215,,PLYMOUTH
,,ANN2004-14011,2021/10/13 00:00:00+00,,,,807,,19329,,LIVERNOIS
-83.024894,42.434214,ANN2004-14054,2019/08/20 00:00:00+00,15005034-6,-83.024894,42.434214,808,253580,7701,E,SEVEN MILE
-83.024894,42.434214,ANN2004-14055,2019/08/21 00:00:00+00,15005034-6,-83.024894,42.434214,809,253580,7701,E,SEVEN MILE
-83.230268,42.429531,ANN2004-14056,2019/12/11 00:00:00+00,22016441.,-83.230268,42.429531,810,101381,19123,W,SEVEN MILE
-83.027583,42.335583,ANN2004-14064,2019/04/30 00:00:00+00,09000094.001,-83.027583,42.335583,811,239225,1900,,JEFFERSON
-83.14164,42.430553,ANN2004-14091,2021/10/21 00:00:00+00,16017579-83,-83.14164,42.430553,812,352674,18979,,LIVERNOIS
-83.196632,42.345524,ANN2004-14107,2022/10/05 00:00:00+00,22051322-3,-83.196632,42.345524,813,215860,7327,,GREENFIELD
-83.109334,42.390283,ANN2004-14115,2021/09/15 00:00:00+00,08007904.,-83.109334,42.390283,814,38462,12333,,ROSA PARKS BLVD
-83.197286,42.375587,ANN2004-14133,2019/07/17 00:00:00+00,22049839.,-83.197286,42.375587,815,537007,12054,,GREENFIELD
-83.198831,42.343351,ANN2004-14136,2022/05/16 00:00:00+00,22000063-5,-83.198831,42.343351,816,535549,15707,W,WARREN
,,ANN2004-14137,2020/08/10 00:00:00+00,,,,817,,15686,,JOY RD
-83.246723,42.411866,ANN2004-14142,2020/12/22 00:00:00+00,22007413-4,-83.246723,42.411866,818,535922,20805,W,GRAND RIVER
-83.136473,42.353749,ANN2004-14149,2021/10/28 00:00:00+00,16017284.,-83.136473,42.353749,819,222039,8118,,LIVERNOIS
-83.139282,42.393836,ANN2004-14150,2022/07/14 00:00:00+00,14013233-5,-83.139282,42.393836,820,517710,14350,,LIVERNOIS
-83.07339,42.371442,ANN2004-14180,2019/05/21 00:00:00+00,01004295.,-83.07339,42.371442,821,5118,7414,,WOODWARD
-83.034735,42.446341,ANN2004-14184,2019/08/19 00:00:00+00,15012134.,-83.034735,42.446341,822,539072,20433,,SHERWOOD
-83.208237,42.343765,ANN2004-14196,2022/03/02 00:00:00+00,22000822-3,-83.208237,42.343765,823,352110,16600,W,WARREN
,,ANN2004-14215,2022/09/16 00:00:00+00,,,,824,,16800,,TRINITY     BLDG   A
-83.248629,42.414211,ANN2004-14216,2022/10/17 00:00:00+00,22107870.001,-83.248629,42.414211,825,352176,16888,,TRINITY
-83.246962,42.41342,ANN2004-14217,2020/09/14 00:00:00+00,22007883.,-83.246962,42.41342,826,118952,16805,,PIERSON
-83.285501,42.413993,ANN2004-14220,2022/09/02 00:00:00+00,22013442.,-83.285501,42.413993,827,110349,24817,W,MCNICHOLS
-83.183266,42.430771,ANN2004-14226,2019/04/03 00:00:00+00,22016003-7,-83.183266,42.430771,828,351294,13803,W,SEVEN MILE
-83.104968,42.344607,ANN2004-14235,2020/10/26 00:00:00+00,14001111.001,-83.104968,42.344607,829,154416,3845,W,WARREN
