X,Y,record_id,issued_date,expire_date,days_til_expiration,address,parcel_id,lat,lon,ObjectId,address_id
-83.186497,42.420938,PMB2019-03232,2020/02/10 00:00:00+00,2024/01/30 00:00:00+00,447,17547 freeland,22036095.,42.420938,-83.186497,1,66501
-83.206064,42.389663,PMB2016-01869,2020/03/05 00:00:00+00,2024/01/31 00:00:00+00,448,14119 ST MARYS,22059177.,42.389663,-83.206064,2,149383
-82.934502,42.363551,PMB2004-24226,2021/06/05 00:00:00+00,2024/02/01 00:00:00+00,449,273 MANISTIQUE,21061828.,42.363551,-82.934502,3,338162
-83.203787,42.44331,PMB2005-14951,2021/06/01 00:00:00+00,2024/02/02 00:00:00+00,450,15810 HESSEL,22055234-43,42.44331,-83.203787,4,544565
-83.082444,42.37929,PMB2021-00219,2021/02/03 00:00:00+00,2024/02/02 00:00:00+00,450,141 GLADSTONE,02001341.,42.37929,-83.082444,5,343270
-83.182339,42.441461,PMB2010-01617,2020/12/07 00:00:00+00,2024/02/03 00:00:00+00,451,20145 TRACEY,22031635-6,42.441461,-83.182339,6,13852
-82.948296,42.411728,PMB2009-03337,2020/11/24 00:00:00+00,2024/02/03 00:00:00+00,451,9281 BEDFORD,21070889.,42.411728,-82.948296,7,296751
,,PMB2003-01044,2021/06/01 00:00:00+00,2024/02/03 00:00:00+00,451,20551 MOTOR DRIVE,,,,8,
-83.216982,42.430983,PMB2020-02028,2020/12/02 00:00:00+00,2024/02/04 00:00:00+00,452,19160 ARCHDALE,22071435.,42.430983,-83.216982,9,78028
-83.054682,42.357799,PMB2004-10311,2020/02/04 00:00:00+00,2024/02/04 00:00:00+00,452,4672 ST. ANTOINE #20,03003240-50,42.357799,-83.054682,10,264248
,,PMB2004-08758,2021/04/23 00:00:00+00,2024/02/04 00:00:00+00,452,2012 PRINCE HALL DRIVE  AKA:  1440,,,,11,
-83.054616,42.356867,PMB2004-09000,2020/02/04 00:00:00+00,2024/02/04 00:00:00+00,452,4600 ST. ANTOINE # 15,03003240-50,42.356867,-83.054616,12,263693
-83.154553,42.357184,PMB2015-00244,2020/02/18 00:00:00+00,2024/02/05 00:00:00+00,453,8535 WISCONSIN,18015413.,42.357184,-83.154553,13,194439
-82.947011,42.412651,PMB2019-02782,2020/02/11 00:00:00+00,2024/02/05 00:00:00+00,453,9348 Courville,21071548.,42.412651,-82.947011,14,296630
-83.075347,42.344284,PMB2020-03097,2021/03/17 00:00:00+00,2024/02/05 00:00:00+00,453,3918 Commonwealth,08005986.002L,42.344284,-83.075347,15,44393
-83.250798,42.418737,PMB2005-17380,2020/02/12 00:00:00+00,2024/02/06 00:00:00+00,454,17370 WESTBROOK,22109855.,42.418737,-83.250798,16,99459
,,PMB2020-01044,2020/07/09 00:00:00+00,2024/02/06 00:00:00+00,454,19303 Marx,,,,17,
-83.214646,42.413358,PMB2017-02168,2020/10/20 00:00:00+00,2024/02/06 00:00:00+00,454,16761 OAKFIELD,22069683.,42.413358,-83.214646,18,144837
-83.024695,42.351643,PMB2004-04893,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3100 E VERNOR,13000677-708,42.351643,-83.024695,19,316174
-82.926328,42.400284,PMB2011-01723,2020/07/29 00:00:00+00,2024/02/07 00:00:00+00,455,4223 CADIEUX,21075351.,42.400284,-82.926328,20,316687
-82.925321,42.398764,PMB2006-00920,2020/07/29 00:00:00+00,2024/02/07 00:00:00+00,455,3957 CADIEUX,21075365.,42.398764,-82.925321,21,316987
-83.022285,42.352823,PMB2005-17192,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3310 E. VERNOR,13000713-34,42.352823,-83.022285,22,316285
-83.022671,42.352556,PMB2005-17194,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3300 E VERNOR,13010418-24,42.352556,-83.022671,23,316255
-82.927276,42.401745,PMB2016-03018,2020/07/13 00:00:00+00,2024/02/07 00:00:00+00,455,4343 CADIEUX,21075337.,42.401745,-82.927276,24,320795
-83.143609,42.425382,PMB2011-04193,2020/02/21 00:00:00+00,2024/02/07 00:00:00+00,455,18267 SANTA ROSA,16020538.,42.425382,-83.143609,25,9104
-82.926198,42.400084,PMB2009-05935,2020/07/29 00:00:00+00,2024/02/07 00:00:00+00,455,4207 CADIEUX,21075353.,42.400084,-82.926198,26,318347
-83.021627,42.347449,PMB2018-04873,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,1440 ROBERT BRADBY DR,13000597-676,42.347449,-83.021627,27,544036
-83.020527,42.353435,PMB2005-17195,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3380 E. VERNOR,13000713-34,42.353435,-83.020527,28,316347
-83.024197,42.352027,PMB2005-17206,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3140 E. VERNOR,13000677-708,42.352027,-83.024197,29,316214
-83.021417,42.353085,PMB2005-17193,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3340 E. VERNOR,13000713-34,42.353085,-83.021417,30,316307
-82.927476,42.402039,PMB2016-03020,2020/07/29 00:00:00+00,2024/02/07 00:00:00+00,455,4409 CADIEUX,21075334.,42.402039,-82.927476,31,320948
-83.250673,42.417089,PMB2018-04916,2020/11/09 00:00:00+00,2024/02/07 00:00:00+00,455,17256 WESTBROOK,22109844.,42.417089,-83.250673,32,99488
-83.023175,42.352465,PMB2005-17210,2021/04/23 00:00:00+00,2024/02/07 00:00:00+00,455,3200 E. VERNOR,13000677-708,42.352465,-83.023175,33,316260
-83.109051,42.381774,PMB2019-02767,2020/10/07 00:00:00+00,2024/02/08 00:00:00+00,456,2281 COLLINGWOOD,10003069.004,42.381774,-83.109051,34,51087
,,PMB2004-21696,2020/02/10 00:00:00+00,2024/02/10 00:00:00+00,458,4044 JOE,,,,35,
-83.117362,42.36487,PMB2018-01088,2020/02/19 00:00:00+00,2024/02/10 00:00:00+00,458,4015 BLAINE,14003072.,42.36487,-83.117362,36,53853
,,PMB2003-01365,2020/10/29 00:00:00+00,2024/02/10 00:00:00+00,458,"615 617, 619, 621 RIVARD",,,,37,
-82.939845,42.395381,PMB2004-04960,2020/10/29 00:00:00+00,2024/02/10 00:00:00+00,458,4168 BUCKINGHAM,21069666.,42.395381,-82.939845,38,311384
,,PMB2004-03632,2021/03/25 00:00:00+00,2024/02/10 00:00:00+00,458,"649 651, 653, 655 RIVARD",,,,39,
-83.117227,42.36491,PMB2007-02256,2020/02/19 00:00:00+00,2024/02/10 00:00:00+00,458,4011 BLAINE,14003071.,42.36491,-83.117227,40,53889
,,PMB2020-00686,2020/08/05 00:00:00+00,2024/02/10 00:00:00+00,458,16527 WEST PARKWAY,,,,41,
-83.229642,42.359822,PMB2020-00685,2020/08/13 00:00:00+00,2024/02/11 00:00:00+00,459,9020 GRANDVILLE,22088207.,42.359822,-83.229642,42,167804
-82.990852,42.383798,PMB2019-02815,2020/03/16 00:00:00+00,2024/02/11 00:00:00+00,459,4680 HARDING,21039445.,42.383798,-82.990852,43,301592
-83.071677,42.376872,PMB2004-19602,2021/11/06 00:00:00+00,2024/02/11 00:00:00+00,459,403 MARSTON,01002343.001,42.376872,-83.071677,44,341943
-83.080129,42.352643,PMB2004-11779,2020/10/07 00:00:00+00,2024/02/11 00:00:00+00,459,5058 COMMONWEALTH,08006051.,42.352643,-83.080129,45,46689
-83.080532,42.353842,PMB2004-17778,2020/10/15 00:00:00+00,2024/02/11 00:00:00+00,459,1533 MERRICK,08001445.,42.353842,-83.080532,46,46740
-83.145466,42.338702,PMB2020-00838,2021/01/05 00:00:00+00,2024/02/11 00:00:00+00,459,7856 Kirkwood,20009592.,42.338702,-83.145466,47,197003
-82.992264,42.423942,PMB2018-02320,2021/04/16 00:00:00+00,2024/02/11 00:00:00+00,459,12840 E MCNICHOLS,21031968.,42.423942,-82.992264,48,229012
-83.026759,42.445074,PMB2008-03842,2020/03/26 00:00:00+00,2024/02/12 00:00:00+00,460,20200 SPENCER,15005990.,42.445074,-83.026759,49,268856
-83.252946,42.422466,PMB2005-11413,2020/02/12 00:00:00+00,2024/02/12 00:00:00+00,460,18220 BENTLER,22110670.005L,42.422466,-83.252946,50,99405
-83.123744,42.381986,PMB2015-00245,2020/02/18 00:00:00+00,2024/02/12 00:00:00+00,460,3306 ELMHURST,12003627.,42.381986,-83.123744,51,51148
-83.232025,42.358408,PMB2004-04643,2021/11/23 00:00:00+00,2024/02/12 00:00:00+00,460,8848 MINOCK,22090609.,42.358408,-83.232025,52,165943
-83.080036,42.428753,PMB2005-07173,2020/05/19 00:00:00+00,2024/02/12 00:00:00+00,460,18524 LUMPKIN,09015183-4,42.428753,-83.080036,53,288943
-83.178177,42.39939,PMB2019-02307,2020/10/01 00:00:00+00,2024/02/12 00:00:00+00,460,14949 HARTWELL,22029230.,42.39939,-83.178177,54,92214
-83.160477,42.388229,PMB2005-10403,2021/07/12 00:00:00+00,2024/02/13 00:00:00+00,461,13653 WASHBURN,16039893.,42.388229,-83.160477,55,181724
-83.152094,42.417629,PMB2017-02516,2020/06/01 00:00:00+00,2024/02/13 00:00:00+00,461,17132 ROSELAWN,16030358.,42.417629,-83.152094,56,543935
-83.195953,42.43376,PMB2021-00333,2021/02/15 00:00:00+00,2024/02/15 00:00:00+00,463,19370 SUSSEX,22046420.003,42.43376,-83.195953,57,61515
-83.185086,42.398466,PMB2010-02024,2020/07/13 00:00:00+00,2024/02/17 00:00:00+00,465,14892 FREELAND,22035602.,42.398466,-83.185086,58,137711
-83.240561,42.34747,PMB2004-29360,2020/02/21 00:00:00+00,2024/02/17 00:00:00+00,465,7647 FIELDING,22103489.,42.34747,-83.240561,59,166542
-83.156251,42.38637,PMB2021-00981,2021/09/22 00:00:00+00,2024/02/18 00:00:00+00,466,13511 WISCONSIN,16035332.,42.38637,-83.156251,60,181841
-83.09406,42.381325,PMB2019-03575,2020/11/23 00:00:00+00,2024/02/18 00:00:00+00,466,1197 LONGFELLOW,06002469.,42.381325,-83.09406,61,50990
-83.231169,42.337212,PMB2020-00749,2021/01/14 00:00:00+00,2024/02/18 00:00:00+00,466,6386 MINOCK,22090434.,42.337212,-83.231169,62,170492
-83.082074,42.35965,PMB2007-01237,2021/07/29 00:00:00+00,2024/02/18 00:00:00+00,466,5805 LINCOLN,06005653-4,42.35965,-83.082074,63,71490
-83.022724,42.44593,PMB2020-00971,2020/02/27 00:00:00+00,2024/02/18 00:00:00+00,466,20257 TERRELL,17016625.,42.44593,-83.022724,64,265479
-83.163369,42.39618,PMB2020-04013,2021/05/28 00:00:00+00,2024/02/18 00:00:00+00,466,14566 BIRWOOD,16041941.,42.39618,-83.163369,65,85755
,,PMB2020-00319,2020/05/18 00:00:00+00,2024/02/19 00:00:00+00,467,2028 EWALD CIRCLE,,,,66,
-83.262908,42.404273,PMB2012-04724,2020/03/19 00:00:00+00,2024/02/19 00:00:00+00,467,15714 CHATHAM,22116958-9,42.404273,-83.262908,67,131645
-83.243608,42.40485,PMB2012-04777,2020/03/19 00:00:00+00,2024/02/19 00:00:00+00,467,15728 PATTON,22103973.,42.40485,-83.243608,68,110620
-83.240874,42.388971,PMB2012-04585,2020/03/11 00:00:00+00,2024/02/19 00:00:00+00,467,14120 STOUT,22101173-4,42.388971,-83.240874,69,146627
-83.232722,42.420182,PMB2019-02840,2020/07/21 00:00:00+00,2024/02/19 00:00:00+00,467,17542 HUNTINGTON,22089591.,42.420182,-83.232722,70,115868
,,PMB2014-02075,2020/07/14 00:00:00+00,2024/02/19 00:00:00+00,467,13872 W OUTER DRIVE,,,,71,
-83.138269,42.329173,PMB2018-06895,2020/03/05 00:00:00+00,2024/02/19 00:00:00+00,467,4534 SPRINGWELLS,20005276.,42.329173,-83.138269,72,163206
,,PMB2012-05344,2020/03/09 00:00:00+00,2024/02/19 00:00:00+00,467,14380 ROCKDALE,,,,73,
-83.2798,42.411794,PMB2005-16146,2021/06/01 00:00:00+00,2024/02/19 00:00:00+00,467,16661 WORMER,22123287.001,42.411794,-83.2798,74,106656
-83.255475,42.404842,PMB2013-01003,2020/03/20 00:00:00+00,2024/02/20 00:00:00+00,468,15738 GREYDALE,22112658-9,42.404842,-83.255475,75,110469
-83.16325,42.427413,PMB2020-00845,2020/10/01 00:00:00+00,2024/02/20 00:00:00+00,468,18501 ILENE,16040584.,42.427413,-83.16325,76,17071
-83.265348,42.40406,PMB2012-04727,2020/03/19 00:00:00+00,2024/02/20 00:00:00+00,468,15706 BEAVERLAND,22118370-1,42.40406,-83.265348,77,131636
-83.167619,42.415334,PMB2020-00848,2020/09/30 00:00:00+00,2024/02/20 00:00:00+00,468,16866 MONTE VISTA,16044703.,42.415334,-83.167619,78,94754
-83.151735,42.422806,PMB2020-01624,2020/07/14 00:00:00+00,2024/02/20 00:00:00+00,468,18017 GREENLAWN,16029834.,42.422806,-83.151735,79,220190
-83.254775,42.405192,PMB2018-05582,2020/03/12 00:00:00+00,2024/02/21 00:00:00+00,469,15753 BURGESS,22112311-2,42.405192,-83.254775,80,148637
-83.253633,42.40506,PMB2012-04829,2020/03/12 00:00:00+00,2024/02/21 00:00:00+00,469,15747 CHAPEL,22111654.,42.40506,-83.253633,81,148651
-83.155773,42.388014,PMB2005-14382,2020/04/22 00:00:00+00,2024/02/21 00:00:00+00,469,13626 WISCONSIN,16034594.,42.388014,-83.155773,82,181845
-83.253592,42.404174,PMB2012-04830,2020/03/12 00:00:00+00,2024/02/21 00:00:00+00,469,15701 CHAPEL,22111664.,42.404174,-83.253592,83,110481
-83.254805,42.405039,PMB2012-04824,2020/03/12 00:00:00+00,2024/02/21 00:00:00+00,469,15747 BURGESS,22112313.,42.405039,-83.254805,84,148640
-83.254779,42.405345,PMB2012-04826,2020/03/12 00:00:00+00,2024/02/21 00:00:00+00,469,15763 BURGESS,22112309.,42.405345,-83.254779,85,148638
-82.964568,42.439743,PMB2004-27110,2020/07/21 00:00:00+00,2024/02/21 00:00:00+00,469,15242 LIBERAL,21022695.,42.439743,-82.964568,86,131516
-83.252968,42.402355,PMB2012-04834,2020/03/12 00:00:00+00,2024/02/21 00:00:00+00,469,15400 CHAPEL,22111303-4,42.402355,-83.252968,87,110388
-83.069109,42.378757,PMB2004-18326,2020/03/06 00:00:00+00,2024/02/21 00:00:00+00,469,621 MT VERNON,03002101.,42.378757,-83.069109,88,336948
-83.187449,42.43541,PMB2020-01196,2020/03/05 00:00:00+00,2024/02/21 00:00:00+00,469,19458 Mark Twain,22036969.,42.43541,-83.187449,89,24706
-83.2535,42.401714,PMB2012-04769,2020/03/11 00:00:00+00,2024/02/21 00:00:00+00,469,15359 CHAPEL,22111687.,42.401714,-83.2535,90,110538
-83.184662,42.426185,PMB2019-02524,2020/02/21 00:00:00+00,2024/02/21 00:00:00+00,469,18444 ARDMORE,22034804.,42.426185,-83.184662,91,67420
-83.258961,42.410687,PMB2004-01912,2021/03/30 00:00:00+00,2024/02/22 00:00:00+00,470,16651 LAHSER,22012541.001,42.410687,-83.258961,92,130542
-82.950947,42.363644,PMB2005-19574,2021/04/21 00:00:00+00,2024/02/22 00:00:00+00,470,12801 ESSEX,21047891-925,42.363644,-82.950947,93,338140
-82.95125,42.364623,PMB2005-19586,2021/02/25 00:00:00+00,2024/02/23 00:00:00+00,471,524 KITCHENER,21047891-925,42.364623,-82.95125,94,338419
-82.951187,42.364241,PMB2005-19536,2021/11/09 00:00:00+00,2024/02/23 00:00:00+00,471,512 KITCHENER,21047891-925,42.364241,-82.951187,95,338298
-82.951602,42.364625,PMB2005-19585,2021/02/25 00:00:00+00,2024/02/23 00:00:00+00,471,532 KITCHENER,21047891-925,42.364625,-82.951602,96,338438
-82.950572,42.366522,PMB2006-07486,2021/02/24 00:00:00+00,2024/02/23 00:00:00+00,471,12862 FREUD,21047891-925,42.366522,-82.950572,97,339399
-82.952228,42.365588,PMB2005-19534,2021/04/21 00:00:00+00,2024/02/23 00:00:00+00,471,568 KITCHENER,21047891-925,42.365588,-82.952228,98,339163
-82.951917,42.36536,PMB2005-19537,2021/04/21 00:00:00+00,2024/02/23 00:00:00+00,471,556 KITCHENER,21047891-925,42.36536,-82.951917,99,339079
-82.951553,42.365076,PMB2005-13980,2021/04/21 00:00:00+00,2024/02/23 00:00:00+00,471,548 KITCHENER,21047891-925,42.365076,-82.951553,100,337674
-82.950693,42.366177,PMB2006-07489,2021/02/24 00:00:00+00,2024/02/23 00:00:00+00,471,12854 FREUD,21047891-925,42.366177,-82.950693,101,339329
-82.951138,42.363916,PMB2005-19202,2021/02/25 00:00:00+00,2024/02/23 00:00:00+00,471,500 KITCHENER,21047891-925,42.363916,-82.951138,102,338216
-83.274076,42.442166,PMB2004-13393,2021/02/24 00:00:00+00,2024/02/23 00:00:00+00,471,23601 EIGHT MILE,22019036.,42.442166,-83.274076,103,545575
-83.24362,42.391809,PMB2005-08171,2020/03/10 00:00:00+00,2024/02/24 00:00:00+00,472,14359 PATTON,22104600.,42.391809,-83.24362,104,146692
-82.952409,42.365868,PMB2005-19564,2021/05/15 00:00:00+00,2024/02/24 00:00:00+00,472,12800 FREUD,21047891-925,42.365868,-82.952409,105,339247
-82.935053,42.415389,PMB2017-04419,2020/11/09 00:00:00+00,2024/02/24 00:00:00+00,472,6163 OLDTOWN,21075469.,42.415389,-82.935053,106,306850
-82.964454,42.440645,PMB2018-00610,2020/10/07 00:00:00+00,2024/02/24 00:00:00+00,472,15252 MANNING,21023094.,42.440645,-82.964454,107,131107
-82.949756,42.364194,PMB2005-19561,2021/05/15 00:00:00+00,2024/02/24 00:00:00+00,472,12841 ESSEX,21047891-925,42.364194,-82.949756,108,338308
-82.949542,42.364413,PMB2005-19559,2021/05/15 00:00:00+00,2024/02/24 00:00:00+00,472,12853 ESSEX,21047891-925,42.364413,-82.949542,109,338378
-82.949114,42.364302,PMB2005-19555,2021/04/22 00:00:00+00,2024/02/24 00:00:00+00,472,12861 ESSEX,21047891-925,42.364302,-82.949114,110,338341
-83.006029,42.431015,PMB2020-01002,2020/07/16 00:00:00+00,2024/02/24 00:00:00+00,472,18611 ALBION,17014403.,42.431015,-83.006029,111,224284
-82.950347,42.364143,PMB2005-19562,2021/05/15 00:00:00+00,2024/02/24 00:00:00+00,472,12821 ESSEX,21047891-925,42.364143,-82.950347,112,338269
-83.241889,42.387073,PMB2012-04865,2020/03/20 00:00:00+00,2024/02/24 00:00:00+00,472,13952 FIELDING,22102454-5,42.387073,-83.241889,113,143884
-83.241222,42.364006,PMB2020-01543,2020/03/25 00:00:00+00,2024/02/24 00:00:00+00,472,9381 FIELDING,22103346-7,42.364006,-83.241222,114,173696
-82.951075,42.366216,PMB2004-12009,2021/05/15 00:00:00+00,2024/02/24 00:00:00+00,472,12842 FREUD,21047891-925,42.366216,-82.951075,115,339342
-82.954529,42.426846,PMB2005-07946,2020/02/24 00:00:00+00,2024/02/24 00:00:00+00,472,12200 DUCHESS,21057794.,42.426846,-82.954529,116,309111
-83.059047,42.35838,PMB2004-12343,2021/04/20 00:00:00+00,2024/02/25 00:00:00+00,473,430 E WARREN,03001361-3,42.35838,-83.059047,117,264751
,,PMB2004-03486,2021/06/23 00:00:00+00,2024/02/25 00:00:00+00,473,20490 GREENFIELD,,,,118,
-83.20737,42.421852,PMB2018-01314,2021/05/20 00:00:00+00,2024/02/25 00:00:00+00,473,18045 ST MARYS,22058942.,42.421852,-83.20737,119,63113
-82.925126,42.416276,PMB2018-01671,2020/02/25 00:00:00+00,2024/02/25 00:00:00+00,473,5915 LODEWYCK,21077905.,42.416276,-82.925126,120,308811
-83.158207,42.35776,PMB2005-14932,2021/05/15 00:00:00+00,2024/02/25 00:00:00+00,473,8583 WYOMING,18016142-4,42.35776,-83.158207,121,196398
-82.925501,42.416877,PMB2018-01593,2020/02/25 00:00:00+00,2024/02/25 00:00:00+00,473,5961 LODEWYCK,21077900.,42.416877,-82.925501,122,308817
-83.144858,42.428477,PMB2021-01371,2021/06/22 00:00:00+00,2024/02/26 00:00:00+00,474,18633 MONICA,16021635.,42.428477,-83.144858,123,6464
-83.242169,42.417042,PMB2018-07359,2021/06/29 00:00:00+00,2024/02/27 00:00:00+00,475,17238 Stout,22101373.,42.417042,-83.242169,124,95476
-83.212411,42.401887,PMB2016-01839,2021/05/20 00:00:00+00,2024/02/27 00:00:00+00,475,15330 LINDSAY,22066719.,42.401887,-83.212411,125,146411
-83.188233,42.437777,PMB2017-04784,2021/05/20 00:00:00+00,2024/02/27 00:00:00+00,475,19811 MARK TWAIN,22037046.,42.437777,-83.188233,126,20152
-83.213363,42.382771,PMB2008-00189,2021/05/25 00:00:00+00,2024/02/27 00:00:00+00,475,12840 RUTLAND,22068728.,42.382771,-83.213363,127,147419
,,PMB2020-03751,2020/11/12 00:00:00+00,2024/02/27 00:00:00+00,475,16514 BURT RD,,,,128,
-83.28644,42.415722,PMB2020-01079,2020/03/02 00:00:00+00,2024/02/28 00:00:00+00,476,17196 Five Points,22124585-6,42.415722,-83.28644,129,107346
-83.196727,42.404057,PMB2020-02934,2021/09/30 00:00:00+00,2024/02/28 00:00:00+00,476,15443 Whitcomb,22047985.,42.404057,-83.196727,130,141405
-83.173623,42.424226,PMB2016-01855,2021/05/20 00:00:00+00,2024/02/28 00:00:00+00,476,18212 SORRENTO,22023718.,42.424226,-83.173623,131,17807
-83.070582,42.321541,PMB2011-03402,2021/04/13 00:00:00+00,2024/03/01 00:00:00+00,478,2101 WEST LAFAYETTE,10000068.001,42.321541,-83.070582,132,244957
-83.24379,42.395906,PMB2012-04559,2020/03/02 00:00:00+00,2024/03/02 00:00:00+00,479,14811 PATTON,22104566-7,42.395906,-83.24379,133,143621
-83.204387,42.338013,PMB2018-01751,2020/04/02 00:00:00+00,2024/03/02 00:00:00+00,479,6410 METTETAL,22059532.014,42.338013,-83.204387,134,192984
-82.976849,42.41096,PMB2005-06433,2020/09/21 00:00:00+00,2024/03/02 00:00:00+00,479,13077 WILSHIRE,21008631.,42.41096,-82.976849,135,236491
-83.194434,42.371057,PMB2016-01593,2021/04/13 00:00:00+00,2024/03/02 00:00:00+00,479,11351 SUSSEX,22046949.,42.371057,-83.194434,136,211508
-83.215865,42.414822,PMB2019-02057,2020/09/30 00:00:00+00,2024/03/03 00:00:00+00,480,16867 HARLOW,22070138.,42.414822,-83.215865,137,146557
-82.950327,42.365944,PMB2005-19539,2021/04/21 00:00:00+00,2024/03/03 00:00:00+00,480,573 DICKERSON,21047891-925,42.365944,-82.950327,138,339282
-82.949753,42.365494,PMB2007-04903,2021/05/15 00:00:00+00,2024/03/03 00:00:00+00,480,541 DICKERSON,21047891-925,42.365494,-82.949753,139,339138
-82.949212,42.364608,PMB2005-19553,2021/04/22 00:00:00+00,2024/03/03 00:00:00+00,480,501 DICKERSON,21047891-925,42.364608,-82.949212,140,337658
-82.951071,42.365717,PMB2005-19545,2021/04/22 00:00:00+00,2024/03/03 00:00:00+00,480,561 DICKERSON,21047891-925,42.365717,-82.951071,141,339191
-82.950297,42.366278,PMB2005-19546,2021/04/21 00:00:00+00,2024/03/03 00:00:00+00,480,585 DICKERSON,21047891-925,42.366278,-82.950297,142,339357
-82.949578,42.364797,PMB2005-19552,2021/05/15 00:00:00+00,2024/03/03 00:00:00+00,480,513 DICKERSON,21047891-925,42.364797,-82.949578,143,338962
-82.950617,42.364854,PMB2005-19549,2021/04/22 00:00:00+00,2024/03/03 00:00:00+00,480,553 DICKERSON,21047891-925,42.364854,-82.950617,144,338987
-82.950285,42.364509,PMB2005-19583,2021/04/22 00:00:00+00,2024/03/03 00:00:00+00,480,525 DICKERSON,21047891-925,42.364509,-82.950285,145,338399
-82.931726,42.425127,PMB2017-04199,2020/03/04 00:00:00+00,2024/03/04 00:00:00+00,481,9765 SANILAC,21068636.,42.425127,-82.931726,146,308555
-82.948896,42.446793,PMB2017-04188,2020/03/04 00:00:00+00,2024/03/04 00:00:00+00,481,16519 BRINGARD,21026351.,42.446793,-82.948896,147,113022
-82.944225,42.421304,PMB2004-17281,2020/03/04 00:00:00+00,2024/03/04 00:00:00+00,481,10819 BALFOUR,21067973.,42.421304,-82.944225,148,318060
-82.959063,42.416156,PMB2017-04929,2020/03/04 00:00:00+00,2024/03/04 00:00:00+00,481,10836 WHITEHILL,21058126.,42.416156,-82.959063,149,301859
-82.981857,42.398647,PMB2010-02542,2021/06/02 00:00:00+00,2024/03/05 00:00:00+00,482,6085 NORCROSS,21036957-60,42.398647,-82.981857,150,310856
-83.212284,42.413516,PMB2010-00789,2021/05/22 00:00:00+00,2024/03/05 00:00:00+00,482,16767 GILCHRIST,22065828.,42.413516,-83.212284,151,147192
,,PMB2020-00426,2020/03/18 00:00:00+00,2024/03/05 00:00:00+00,482,12103 OLGA,,,,152,
-82.997494,42.418489,PMB2008-01862,2021/07/29 00:00:00+00,2024/03/05 00:00:00+00,482,12019 NASHVILLE,21013796.,42.418489,-82.997494,153,233887
-82.948621,42.433592,PMB2020-02853,2020/10/08 00:00:00+00,2024/03/05 00:00:00+00,482,18808 MCCORMICK,21080082.,42.433592,-82.948621,154,304331
-83.25364,42.405199,PMB2012-04828,2020/03/06 00:00:00+00,2024/03/06 00:00:00+00,483,15757 CHAPEL,22111652.,42.405199,-83.25364,155,148650
-83.007736,42.364931,PMB2004-28666,2021/05/28 00:00:00+00,2024/03/06 00:00:00+00,483,3462 BALDWIN,17011207.,42.364931,-83.007736,156,258501
-83.257528,42.392051,PMB2012-04695,2020/03/06 00:00:00+00,2024/03/06 00:00:00+00,483,14394 ROCKDALE,22114132-3,42.392051,-83.257528,157,135044
-83.079952,42.351167,PMB2010-02353,2020/03/09 00:00:00+00,2024/03/09 00:00:00+00,486,4841 COMMONWEALTH,08006214.,42.351167,-83.079952,158,46272
-83.243821,42.396557,PMB2012-04556,2020/03/09 00:00:00+00,2024/03/09 00:00:00+00,486,14865 PATTON,22104559-60,42.396557,-83.243821,159,143617
-83.146139,42.421151,PMB2012-02003,2021/06/17 00:00:00+00,2024/03/09 00:00:00+00,486,17522 SAN JUAN,16025585.,42.421151,-83.146139,160,11515
-83.231111,42.346678,PMB2020-01622,2020/10/29 00:00:00+00,2024/03/09 00:00:00+00,486,19421 SAWYER,22000977.,42.346678,-83.231111,161,165326
-82.916832,42.408028,PMB2018-04810,2021/01/12 00:00:00+00,2024/03/09 00:00:00+00,486,4584 RADNOR,21078225.,42.408028,-82.916832,162,324239
-83.079971,42.352381,PMB2020-01155,2020/03/09 00:00:00+00,2024/03/09 00:00:00+00,486,5034 COMMONWEALTH,08006048.,42.352381,-83.079971,163,46484
-83.243131,42.39224,PMB2012-04871,2020/03/09 00:00:00+00,2024/03/09 00:00:00+00,486,14390 PATTON,22103876-7,42.39224,-83.243131,164,146698
-83.018659,42.440587,PMB2019-02145,2021/05/28 00:00:00+00,2024/03/09 00:00:00+00,486,8345 SIRRON,17005712.005L,42.440587,-83.018659,165,268945
-83.096501,42.319227,PMB2004-26937,2021/03/23 00:00:00+00,2024/03/09 00:00:00+00,486,1646 MCKINSTRY (FRONT),14010316.,42.319227,-83.096501,166,541169
-83.244102,42.390262,PMB2012-04889,2020/03/10 00:00:00+00,2024/03/10 00:00:00+00,487,14218 BRAILE,22105172-3,42.390262,-83.244102,167,146584
-83.163757,42.426443,PMB2014-00647,2020/03/13 00:00:00+00,2024/03/10 00:00:00+00,487,18430 GRIGGS,16041265.,42.426443,-83.163757,168,17065
-83.075248,42.376515,PMB2004-15532,2021/08/16 00:00:00+00,2024/03/10 00:00:00+00,487,287 91 MT VERNON,01002390.,42.376515,-83.075248,169,341847
-83.248386,42.410776,PMB2005-11579,2020/03/10 00:00:00+00,2024/03/10 00:00:00+00,487,16586 TRINITY,22108561.,42.410776,-83.248386,170,119130
