X,Y,record_id,issued_date,expire_date,days_til_expiration,address,parcel_id,lat,lon,ObjectId,address_id
,,PMB2022-02244,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,18955 ASBURY PARK,,,,7715,
-83.067602,42.383763,PMB2012-03910,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,8600 CAMERON,05004249-55,42.383763,-83.067602,7716,345331
-83.217497,42.361069,PMB2021-03652,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,9100 ASHTON,22074843.003,42.361069,-83.217497,7717,164044
-83.209394,42.360621,PMB2005-02338,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,9109 GRANDMONT,22065185.,42.360621,-83.209394,7718,202112
-83.149083,42.356145,PMB2009-03660,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,8329 GREENLAWN,18014042.,42.356145,-83.149083,7719,191036
-83.158041,42.381254,PMB2021-02366,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,12627 KENTUCKY,16037200.,42.381254,-83.158041,7720,213295
-83.281094,42.410746,PMB2009-02755,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,16591 LENORE,22123596.003L,42.410746,-83.281094,7721,106567
-82.921262,42.422285,PMB2020-03976,2021/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,19134 MALLINA,21003347.,42.422285,-82.921262,7722,320580
-83.131156,42.310375,PMB2004-28884,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,2326 WENDELL,20007528.,42.310375,-83.131156,7723,34853
-83.192706,42.387469,PMB2004-01035,2022/10/14 00:00:00+00,2025/10/14 00:00:00+00,1070,13911 ROBSON,22044338.,42.387469,-83.192706,7724,129192
-83.221619,42.347156,PMB2021-02154,2021/10/08 00:00:00+00,2025/10/14 00:00:00+00,1070,18530 SAWYER,22001069-70,42.347156,-83.221619,7725,166491
-82.930643,42.406849,PMB2015-02083,2021/10/15 00:00:00+00,2025/10/15 00:00:00+00,1071,5061 CADIEUX,21075298.,42.406849,-82.930643,7726,323155
-83.064091,42.437018,PMB2003-00256,2021/10/15 00:00:00+00,2025/10/15 00:00:00+00,1071,19392 BINDER,13021194.,42.437018,-83.064091,7727,290143
-82.996298,42.448045,PMB2007-06074,2022/10/16 00:00:00+00,2025/10/16 00:00:00+00,1072,20540 BARLOW,21033251.,42.448045,-82.996298,7728,225909
-83.222478,42.438152,PMB2005-09912,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,19941 ROSEMONT,22076777.,42.438152,-83.222478,7729,116883
-83.200098,42.39055,PMB2012-05181,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,14182 MONTROSE,22053080.,42.39055,-83.200098,7730,151089
-83.073111,42.330084,PMB2010-02438,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,2099 VERMONT,08008646.,42.330084,-83.073111,7731,238794
-82.956492,42.442098,PMB2018-01646,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,15895 TACOMA,21023895.,42.442098,-82.956492,7732,128100
-82.957542,42.444906,PMB2016-01887,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,15847 FAIRMOUNT DR,21025442.002L,42.444906,-82.957542,7733,138177
-83.214338,42.341452,PMB2008-01759,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,6814 ARCHDALE,22070906.,42.341452,-83.214338,7734,159638
-82.951073,42.429655,PMB2018-00617,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,12442 LAING,21057989.,42.429655,-82.951073,7735,308355
-83.170242,42.403276,PMB2004-01962,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,15360 APPOLINE,22021069.,42.403276,-83.170242,7736,93685
-82.943228,42.427061,PMB2010-00077,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,11684 BEACONSFIELD,21065939.003,42.427061,-82.943228,7737,311877
-83.218459,42.339137,PMB2021-01565,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,6517 ROSEMONT,22077367.,42.339137,-83.218459,7738,157173
-83.243289,42.415843,PMB2022-03768,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,17152 FIELDING,22102677.,42.415843,-83.243289,7739,112324
-83.179782,42.399233,PMB2020-03809,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,14938 Tracey,22031286.,42.399233,-83.179782,7740,92276
-82.96333,42.387259,PMB2022-01681,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,4230 DICKERSON,21049066.,42.387259,-82.96333,7741,304640
-83.242889,42.355482,PMB2014-00220,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,8514 BRAILE,22104965.031,42.355482,-83.242889,7742,160952
-83.231054,42.425968,PMB2016-01734,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,18489 SHAFTSBURY,22087418.,42.425968,-83.231054,7743,115185
,,PMB2022-04905,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,1527 W FISHER FWY Unit #33,,,,7744,
-82.93456,42.416371,PMB2018-00787,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,6217 BLUEHILL,21075542.,42.416371,-82.93456,7745,305465
-82.949365,42.429081,PMB2012-03825,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,12251 LANSDOWNE,21058465.,42.429081,-82.949365,7746,309341
-83.078997,42.374574,PMB2018-06601,2022/10/17 00:00:00+00,2025/10/17 00:00:00+00,1073,120 SEWARD,02001199.050L,42.374574,-83.078997,7747,341237
-83.086148,42.375951,PMB2017-03184,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,865 PINGREE,04002105.,42.375951,-83.086148,7748,543093
-82.98036,42.376653,PMB2004-10490,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,3540 FAIRVIEW,21042128.002,42.376653,-82.98036,7749,5486
-82.979784,42.376025,PMB2004-10400,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,3434 FAIRVIEW,21042128.002,42.376025,-82.979784,7750,5382
-82.980914,42.377041,PMB2004-09253,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,3630 FAIRVIEW,21042128.002,42.377041,-82.980914,7751,5509
-83.221321,42.429249,PMB2016-03438,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,19010 ROSEMONT,22076628.,42.429249,-83.221321,7752,101163
-82.980293,42.376098,PMB2004-10408,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,3500 FAIRVIEW,21042128.002,42.376098,-82.980293,7753,5404
-83.216428,42.385518,PMB2017-02722,2021/10/25 00:00:00+00,2025/10/18 00:00:00+00,1074,13575 ARCHDALE,22071945.,42.385518,-83.216428,7754,148264
-82.979987,42.376445,PMB2004-10398,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,3520 FAIRVIEW,21042128.002,42.376445,-82.979987,7755,5453
-82.979835,42.376278,PMB2004-10399,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,3456 FAIRVIEW,21042128.002,42.376278,-82.979835,7756,5440
-83.15107,42.360496,PMB2018-05799,2022/10/18 00:00:00+00,2025/10/18 00:00:00+00,1074,8889 CLOVERLAWN,18014487.,42.360496,-83.15107,7757,204341
,,PMB2010-04521,2021/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,9675 E OUTER DRIVE,,,,7758,
-83.086506,42.441452,PMB2020-02621,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,19996 RIOPELLE,09018643.,42.441452,-83.086506,7759,280647
-83.240383,42.389686,PMB2004-27239,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,14175 KENTFIELD,22100829.,42.389686,-83.240383,7760,146823
-83.231368,42.360057,PMB2009-05399,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,9043 WESTWOOD,22090142.,42.360057,-83.231368,7761,167888
-83.237642,42.435279,PMB2015-01425,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,19714 PLAINVIEW,22094156.,42.435279,-83.237642,7762,102396
-83.27567,42.430996,PMB2013-01040,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,19239 RIVERVIEW,22121924.,42.430996,-83.27567,7763,120426
-82.940319,42.39974,PMB2005-08762,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,4700 DEVONSHIRE,21070428.,42.39974,-82.940319,7764,317687
-83.229201,42.37072,PMB2020-00417,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,11375 PIEDMONT,22087682.,42.37072,-83.229201,7765,170658
-83.099967,42.315612,PMB2011-03711,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,1502 JUNCTION,16012854.,42.315612,-83.099967,7766,154110
-82.955437,42.441207,PMB2022-05280,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,16021 Manning,21023411.,42.441207,-82.955437,7767,133834
-83.11936,42.312777,PMB2004-18783,2021/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,7087 SENATOR,18001151.,42.312777,-83.11936,7768,36426
-83.106447,42.315479,PMB2004-26876,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,1750 MILITARY,16000693.,42.315479,-83.106447,7769,154065
-83.237522,42.395315,PMB2006-00440,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,14621 EVERGREEN,22096466.,42.395315,-83.237522,7770,121863
-83.250547,42.409907,PMB2020-03962,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,16524 Westbrook,22109809.,42.409907,-83.250547,7771,126712
-83.259942,42.430815,PMB2010-01517,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,19215 COOLEY,22115333.009,42.430815,-83.259942,7772,107306
-83.178234,42.400227,PMB2018-02624,2021/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,15021 HARTWELL,22029223.,42.400227,-83.178234,7773,86700
-83.002936,42.446791,PMB2022-03985,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,20301 ANNOTT,21035544.,42.446791,-83.002936,7774,173067
-83.279883,42.413473,PMB2013-00193,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,16905 WORMER,22123277.,42.413473,-83.279883,7775,106640
-83.156682,42.438786,PMB2022-02950,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,8544 PEMBROKE,16009205.,42.438786,-83.156682,7776,25759
-82.979071,42.443931,PMB2022-03763,2022/10/19 00:00:00+00,2025/10/19 00:00:00+00,1075,14048 FAIRMOUNT,21025278.,42.443931,-82.979071,7777,207611
-83.241339,42.366123,PMB2020-00313,2021/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,9597 FIELDING,22103335.,42.366123,-83.241339,7778,176818
-83.201916,42.434277,PMB2022-03213,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,19412 MONTROSE,22053129.,42.434277,-83.201916,7779,60311
-83.187775,42.394714,PMB2021-00582,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,14501 STRATHMOOR,22038424.,42.394714,-83.187775,7780,133630
-83.177218,42.437417,PMB2016-01528,2021/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,19760 LITTLEFIELD,22027022.,42.437417,-83.177218,7781,24661
-83.092128,42.44171,PMB2005-13934,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,20027 CARDONI,09021267-8,42.44171,-83.092128,7782,282780
-83.218961,42.333325,PMB2010-02283,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,6056 PENROD,22077430.,42.333325,-83.218961,7783,155589
-83.142306,42.419798,PMB2016-01317,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,17357 STOEPEL,16019451.,42.419798,-83.142306,7784,12404
-83.157137,42.267688,PMB2005-07920,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,2700 ANNABELLE,20018637-8,42.267688,-83.157137,7785,1241
-83.187202,42.395397,PMB2021-02501,2021/10/21 00:00:00+00,2025/10/20 00:00:00+00,1076,14550 STRATHMOOR,22037820.,42.395397,-83.187202,7786,133444
-83.229071,42.36566,PMB2009-03967,2021/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,9551 PIEDMONT,22087725.,42.36566,-83.229071,7787,176561
-83.145999,42.444356,PMB2008-04009,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,20446 PRAIRIE,16023019-20,42.444356,-83.145999,7788,18520
-83.226034,42.366722,PMB2018-03637,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,9624 ARTESIAN,22084434-5,42.366722,-83.226034,7789,179123
-83.177223,42.359673,PMB2004-05518,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,8864 SCHAEFER,22029646-8,42.359673,-83.177223,7790,199747
-83.227646,42.338565,PMB2018-01813,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,6482 PIEDMONT,22086871.,42.338565,-83.227646,7791,156520
-83.142609,42.279734,PMB2007-05529,2021/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,1040 ETHEL,20012125.,42.279734,-83.142609,7792,2953
-83.060052,42.326085,PMB2004-12187,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,1301 W LAFAYETTE,06000040.,42.326085,-83.060052,7793,286027
-83.222783,42.35833,PMB2020-02250,2021/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,8835 GREENVIEW,22080584-5,42.35833,-83.222783,7794,165956
-83.160526,42.264134,PMB2017-02860,2022/10/20 00:00:00+00,2025/10/20 00:00:00+00,1076,3167 LIDDESDALE,20013383.,42.264134,-83.160526,7795,361
-83.125773,42.309819,PMB2022-01255,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,2024 SPRINGWELLS,20005177.,42.309819,-83.125773,7796,48765
-83.238272,42.402135,PMB2019-00389,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,15366 VAUGHAN,22097747.,42.402135,-83.238272,7797,118848
-83.216663,42.424254,PMB2006-07811,2021/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,18294 ARCHDALE,22071388.,42.424254,-83.216663,7798,73337
-83.107698,42.425145,PMB2003-03305,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,433 W SAVANNAH,01005596.,42.425145,-83.107698,7799,49795
-83.198271,42.399495,PMB2022-05334,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,15000 GREENFIELD,22049957.,42.399495,-83.198271,7800,544463
-83.242526,42.366325,PMB2021-01867,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,9617 PATTON,22104750.,42.366325,-83.242526,7801,176902
,,PMB2004-30453,2021/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,11744 WADE,,,,7802,
-83.187402,42.413634,PMB2004-01335,2021/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,16645 MARK TWAIN,22037190.,42.413634,-83.187402,7803,144080
-83.069384,42.35065,PMB2005-18938,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,4415 THIRD,04003520.001,42.35065,-83.069384,7804,232454
-82.937463,42.421623,PMB2018-00616,2022/10/21 00:00:00+00,2025/10/21 00:00:00+00,1077,10429 DUPREY,21068545.037,42.421623,-82.937463,7805,317067
-83.01828,42.43749,PMB2021-01182,2021/10/22 00:00:00+00,2025/10/22 00:00:00+00,1078,8357 BLISS,17005426.,42.43749,-83.01828,7806,263484
-82.969109,42.401352,PMB2020-00486,2021/10/25 00:00:00+00,2025/10/22 00:00:00+00,1078,5990 COPLIN,21051493.,42.401352,-82.969109,7807,312155
-82.938448,42.389637,PMB2007-02931,2022/10/23 00:00:00+00,2025/10/23 00:00:00+00,1079,3436 CHATSWORTH,21068859.,42.389637,-82.938448,7808,314422
-83.046888,42.437739,PMB2022-05483,2022/10/23 00:00:00+00,2025/10/23 00:00:00+00,1079,19420 CALDWELL,13014317.,42.437739,-83.046888,7809,291957
,,PMB2022-02200,2022/10/23 00:00:00+00,2025/10/23 00:00:00+00,1079,16566 ASBURY PARK,,,,7810,
-82.96574,42.420143,PMB2004-23378,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,14987 FLANDERS,21011680.,42.420143,-82.96574,7811,226298
-83.221934,42.335134,PMB2005-00084,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,6229 GREENVIEW,22080773.,42.335134,-83.221934,7812,156833
-83.137139,42.406465,PMB2012-05146,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,15702 HOLMUR,12012431.,42.406465,-83.137139,7813,7607
-83.226714,42.369795,PMB2022-05594,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,11301 ARTESIAN,22085261-2,42.369795,-83.226714,7814,182877
-83.065579,42.444911,PMB2020-02854,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,20254 Wexford,13021627.,42.444911,-83.065579,7815,286673
,,PMB2018-05033,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,10616 STRATMANN,,,,7816,
-82.945885,42.421768,PMB2004-19785,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,11002 NOTTINGHAM,21066627.,42.421768,-82.945885,7817,295083
-83.159643,42.418645,PMB2007-04726,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,17215 KENTUCKY,16036945.,42.418645,-83.159643,7818,21465
-83.155111,42.428817,PMB2012-01357,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,18664 CHERRYLAWN,16032968.,42.428817,-83.155111,7819,14294
-83.135631,42.344167,PMB2008-02828,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,6138 DANIELS,18010828.,42.344167,-83.135631,7820,175164
-83.226714,42.369795,PMB2006-04785,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,11301 ARTESIAN,22085261-2,42.369795,-83.226714,7821,182877
-83.224441,42.441371,PMB2021-02478,2022/10/24 00:00:00+00,2025/10/24 00:00:00+00,1080,20246 FAUST,22078886.,42.441371,-83.224441,7822,96256
-82.981313,42.444295,PMB2017-04129,2021/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,13885 FAIRMOUNT DR,21025313.,42.444295,-82.981313,7823,206387
-83.150999,42.354474,PMB2010-00498,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,8211 CLOVERLAWN,18014538.,42.354474,-83.150999,7824,188328
-83.029464,42.435392,PMB2021-02367,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,19202 ROGGE,15006502.,42.435392,-83.029464,7825,268055
-83.079998,42.372894,PMB2005-14238,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,640 DELAWARE,04001814.,42.372894,-83.079998,7826,340484
-83.149955,42.361549,PMB2006-01549,2021/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,9043 ROSELAWN,18014242.,42.361549,-83.149955,7827,210987
-83.217734,42.408494,PMB2005-14778,2021/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,16101 FENMORE,22072736.,42.408494,-83.217734,7828,131979
-82.967792,42.387901,PMB2008-06213,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,12702 E CANFIELD,21001755.,42.387901,-82.967792,7829,304716
-83.206528,42.402052,PMB2022-04492,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,15329 ST MARYS,22059086.,42.402052,-83.206528,7830,137821
-83.070445,42.441178,PMB2022-01830,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,19944 GALLAGHER,13023223.,42.441178,-83.070445,7831,285691
,,PMB2004-07284,2022/10/25 00:00:00+00,2025/10/25 00:00:00+00,1081,5075 -5077 LENOX 4 UNITS,,,,7832,
-82.973706,42.434926,PMB2009-06385,2021/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,14474 E SEVEN MILE,21020735.,42.434926,-82.973706,7833,150658
-82.95817,42.440767,PMB2018-01568,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,15804 MANNING,21023070.,42.440767,-82.95817,7834,134501
-83.198629,42.347686,PMB2014-02001,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,7514 MONTROSE,22052837.,42.347686,-83.198629,7835,179793
-83.069123,42.354863,PMB2004-08984,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,4863 SECOND,04003255.,42.354863,-83.069123,7836,262536
-83.233715,42.432851,PMB2004-09467,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,19363 HUNTINGTON,22089761.,42.432851,-83.233715,7837,116701
-83.113658,42.435492,PMB2004-09606,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,980 CARMEL,01007277.,42.435492,-83.113658,7838,56717
-83.223849,42.428656,PMB2018-04158,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,18728 FAUST,22078797.,42.428656,-83.223849,7839,117625
-83.165609,42.432377,PMB2021-02647,2021/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,19171 Birwood,16042344.,42.432377,-83.165609,7840,26733
-82.975727,42.406783,PMB2020-00121,2021/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,13001 CORBETT,21007038.,42.406783,-82.975727,7841,234502
-82.956175,42.413413,PMB2022-02905,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,10303 ROXBURY,21059050.,42.413413,-82.956175,7842,301705
-83.263333,42.364553,PMB2021-03193,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,22610 CHICAGO,22004034.,42.364553,-83.263333,7843,173872
-83.150646,42.425049,PMB2013-01293,2021/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,18247 WOODINGHAM,16028758.,42.425049,-83.150646,7844,9284
-82.925117,42.420677,PMB2018-04961,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,6340 RADNOR,21078336.,42.420677,-82.925117,7845,308757
-83.238923,42.404625,PMB2018-07029,2021/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,15713 VAUGHAN,22098271.,42.404625,-83.238923,7846,128526
-83.178528,42.408243,PMB2005-17844,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,15847 HARTWELL,22029153.,42.408243,-83.178528,7847,87998
-82.975767,42.414187,PMB2005-04078,2022/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,13362 ROSEMARY,21009482.,42.414187,-82.975767,7848,236729
-83.00082,42.42416,PMB2012-00214,2021/10/26 00:00:00+00,2025/10/26 00:00:00+00,1082,17341 BRADFORD,21035320.,42.42416,-83.00082,7849,202740
-83.241479,42.442316,PMB2018-02385,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,20510 HEYDEN,22099397.,42.442316,-83.241479,7850,96591
-83.066498,42.443667,PMB2021-01466,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,20164 YONKA,13021908.,42.443667,-83.066498,7851,286723
-82.95282,42.420811,PMB2020-00315,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,11193 Rossiter,21058742.,42.420811,-82.95282,7852,314184
-82.952587,42.435947,PMB2004-11031,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,16241 E SEVEN MILE,21021324-5,42.435947,-82.952587,7853,150001
-82.963471,42.385428,PMB2008-06220,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,4110 GRAY,21048574.,42.385428,-82.963471,7854,303566
-83.177277,42.44044,PMB2015-01589,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,20040 LITTLEFIELD,22027039.,42.44044,-83.177277,7855,21922
-83.222763,42.33854,PMB2014-02002,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,6476 BRACE,22080873.,42.33854,-83.222763,7856,156528
-82.988684,42.439576,PMB2022-04896,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,19572 ALCOY,21015646.,42.439576,-82.988684,7857,220283
-83.068951,42.441598,PMB2017-02260,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,19975 REVERE,13022620.,42.441598,-83.068951,7858,287967
-82.979956,42.44483,PMB2015-00055,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,14016 EASTBURN,21025696.,42.44483,-82.979956,7859,199604
-83.237431,42.350522,PMB2020-01676,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,20124 TIREMAN,22001649-50,42.350522,-83.237431,7860,170866
-83.230139,42.341837,PMB2022-05411,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,6858 WESTWOOD,22089202.,42.341837,-83.230139,7861,159719
-82.962814,42.391077,PMB2008-06229,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,4673 COPLIN,21051594.,42.391077,-82.962814,7862,306264
-83.053189,42.348063,PMB2004-18866,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,314 ELIOT,01000830.,42.348063,-83.053189,7863,230537
-83.197467,42.408106,PMB2015-00675,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,15874 PREST,22048677.,42.408106,-83.197467,7864,140920
-83.221279,42.428371,PMB2018-00763,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,18944 ROSEMONT,22076620.,42.428371,-83.221279,7865,117725
-83.18144,42.434302,PMB2021-02689,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,13637 Vassar,22017497.,42.434302,-83.18144,7866,21947
,,PMB2021-02685,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,13788 W. OUTER DRIVE,,,,7867,
-83.056869,42.439857,PMB2005-12762,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,19714 HASSE,13018067.,42.439857,-83.056869,7868,287370
,,PMB2021-01147,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,12533 E. OUTER DRIVE,,,,7869,
,,PMB2021-02149,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,11864 Riad,,,,7870,
-83.074321,42.378265,PMB2004-07050,2022/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,268 E EUCLID,01002515.,42.378265,-83.074321,7871,542410
-82.974712,42.418132,PMB2020-00540,2021/10/27 00:00:00+00,2025/10/27 00:00:00+00,1083,14281 WILFRED,21011154.,42.418132,-82.974712,7872,237826
-83.160192,42.396842,PMB2022-03875,2022/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,14610 WASHBURN,16039138.,42.396842,-83.160192,7873,85889
-83.237488,42.340265,PMB2017-02416,2022/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,6752 HEYDEN,22098757-8,42.340265,-83.237488,7874,157876
-82.98343,42.44699,PMB2021-00083,2021/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,13703 EDMORE,21026616.,42.44699,-82.98343,7875,182365
-82.955556,42.42376,PMB2021-02703,2021/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,11858 Laing,21057940.,42.42376,-82.955556,7876,296796
-83.235318,42.403838,PMB2018-03145,2021/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,15521 AUBURN,22092597.,42.403838,-83.235318,7877,126333
-83.013153,42.429663,PMB2021-00766,2021/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,18455 BLACKMOOR,17016203.,42.429663,-83.013153,7878,225134
-83.182002,42.414,PMB2016-02939,2022/10/28 00:00:00+00,2025/10/28 00:00:00+00,1084,16663 LESURE,22033121.,42.414,-83.182002,7879,89220
